漢字,解説・構成
爇,灬（れっか・れんが）に蓺
妹,女（おんなへん）に未
妹,「マイ」は中学校で習う読み方です。
觀,見に雚
潠,氵（さんずい）に巽
竴,立（たつへん）に
跋,足（あしへん）に犮
麅,鹿（しか）に
坰,土（つちへん）に冋
官,うかんむりに㠯
黻,黹（ふつへん）に犮
鴲,鳥（とり）に旨
鴲,鳥（とり）に匕に旨
刃,刀（かたな）に丶
刃,「ジン」は高校で習う読み方です。
髆,骨（ほねへん）に尃
髆,骨（ほねへん）に甫に寸
佟,亻（にんべん）に
漊,氵（さんずい）に婁
𤂖,氵（さんずい）に影
𤂖,氵（さんずい）に景に彡
沼,さんずいに召
沼,「ショウ」は高校で習う読み方です。
屼,山（やまへん）に兀
惟,りっしんべんに隹
爆,火（ひへん）に暴
鴒,鳥（とり・とりへん）に令
蜻,虫（むしへん）に靑
輗,車（くるまへん）に兒
的,白（しろ・しろへん）に勺
鬪,鬥（とうがまえ・たたかいがまえ）に豆に寸
柱,きへんに主
沪,さんずいに戸
摚,扌（てへん）に堂
翕,合に羽
務,力（ちから）に矛に攵
務,矛に务
暫,日（ひ・にち）に斬
勤,力（ちから）に堇
洛,さんずいに各
暢,申に昜
晋,日（ひ・にち）に亚
沍,さんずいに互
氣,きがまえに米
璞,王（おうへん・たまへん）に菐
駟,馬（うまへん）に四
鐘,かねへんに童
倎,亻（にんべん）に典
墜,土（つち）に隊
匂,つつみがまえ・くがまえに匕
噓,口（くちへん）に虛
昤,日（ひへん・にちへん）に令
翏,羽（はね）に㐱
竰,立（たつへん）に厘
戢,戈（ほこ・ほこづくり・ほこがまえ）に咠
婧,女（おんなへん）に靑
輓,車（くるまへん）に
浪,さんずいに良
飴,しょくへんに台
飴,しょくへんに厶に口
蓴,艹（くさかんむり）に
蚤,虫（むし）に㕚
儀,にんべんに義
昏,日（ひ・にち）に氏
珩,王（たまへん・おうへん）に行
瓉,王（たまへん・おうへん）に賛
廡,广（まだれ）に無
幮,巾（はばへん）に廚
嵌,山（やま・やまかんむり）に𣢟
嵌,山（やま・やまかんむり）に甘に欠
魑,鬼（きにょう）に离
帷,巾（はばへん・きんべん）に隹
勺,勹（つつみがまえ・くがまえ）に丶
懃,心（こころ）に勤
顕,頁（おおがい・いちのかい）に显
嶠,山（やまへん）に喬
嶠,山（やまへん）に呑に冋
庖,广（まだれ）に
刷,りっとうに𡰯
蠱,虫（むし）に䖵に皿
蠱,蟲に皿
騾,馬（うまへん）に累
騾,馬（うまへん）に田に糸
効,力（ちから）に交
跌,足（あしへん）に失
秬,禾（のぎへん）に巨
鰶,魚（うおへん）に祭
悼,りっしんべんに卓
悼,「いたむ」は高校で習う読み方です。
樗,木（きへん）に雩
謗,ごんべんに旁
胘,月（にくづき）に玄
総,糸（いとへん）に忩
総,糸（いとへん）に公に心
埗,土（つちへん）に步
駹,馬（うまへん）に尨
狷,けものへんに肙
敔,攵（のぶん・ぼくづくり）に吾
敔,攵（のぶん・ぼくづくり）に五に口
剳,りっとうに荅
郯,おおざとに炎
郯,おおざとに火に火
慈,心（こころ）に兹
慈,「いつくしむ」は高校で習う読み方です。
擽,てへんに樂
藋,艹（くさかんむり）に翟
藋,艹（くさかんむり）に羽に隹
託,言（ごんべん）に乇
吟,くちへんに今
奆,大（だいかんむり・だいがしら）に巨
蘒,艹（くさかんむり）に穐
蘒,艹（くさかんむり）に禾に亀
𣕚,木（きへん）に茂
輝,車（くるま）に光に冖
輝,光に軍
韶,音（おとへん）に召
韶,音（おとへん）に刀に口
虜,虍（とらがしら・とらかんむり・とら）に田に力
虜,𧆨に力
陏,こざとへんに有
玫,王（たまへん・おうへん）に攵
栁,きへんに夘
綴,糸（いとへん）に叕
灶,火（ひへん）に土
繻,糸（いとへん）に需
放,のぶん・ぼくづくりに方
韮,韭（にら）に艹
鴇,鳥（とり）に𠤏
鴇,鳥（とり）に匕に十
髀,骨（ほねへん）に卑
煓,火（ひへん）に耑
煓,火（ひへん）に山に而
囑,口（くちへん）に屬
晻,日（ひへん・にちへん）に奄
佰,にんべんに百
觖,角（つのへん）に夬
潁,水（みず）に頃
潁,水（みず）に匕に頁
裀,衤（ころもへん）に朱
根,きへんに艮
呴,口（くちへん）に句
礥,石（いしへん）に賢
傈,亻（にんべん）に栗
傈,亻（にんべん）に覀に木
鵷,鳥（とり）に宛
𨕫,しんにょう・しんにゅうに神
冋,冂（けいがまえ・まきがまえ・どうがまえ・えんがまえ）に口
鉨,金（かねへん）に尔
佇,にんべんに宁
猪,けものへんに者
絣,糸（いとへん）に并
弎,弋（よく・しきがまえ）に三
艽,艹（くさかんむり）に九
蟄,虫（むし）に執
杜,木（きへん）に土
連,しんにょう・しんにゅうに車
浠,氵（さんずい）に希
浠,氵（さんずい）に㐅に布
翃,羽（はね）に厷
滉,さんずいに晃
嶝,山（やまへん）に登
𣷺,氵（さんずい）に羽に又
侑,にんべんに有
蕕,艹（くさかんむり）に
醋,酉（とりへん）に昔
醋,酉（とりへん）に龷に日
渧,氵（さんずい）に帝
貰,貝（かい・こがい）に世
凴,几（つくえ・きにょう）に馮
湏,氵（さんずい）に頁
躔,足（あしへん）に廛
鬣,髟（かみがしら・かみかんむり）に巤
潾,氵（さんずい）に粦
潾,氵（さんずい）に米に舛
弩,弓（ゆみ）に奴
古,※「古」の成り立ちには諸説あり、他のもの象形の説、【会意】の説などもあります。
焌,火（ひへん）に夋
𡋤,土（つちへん）に尽
杔,木（きへん）に乇
罾,罒（あみめ・あみがしら・よんがしら）に曾
纚,糸（いとへん）に麗
鶼,鳥（とり・とりへん）に
詛,ごんべんに且
堧,土（つちへん）に耎
堧,土（つちへん）に而に大
具,※具の成り立ちは上記の組み合わせ以外の説もあります。
臈,月（にくづき）に葛
懵,忄（りっしんべん）に瞢
蚨,虫（むしへん）に夫
軹,車（くるまへん）に只
義,𦍌（ひつじ）に我
瓿,瓦（かわら）に咅
瓿,瓦（かわら）に立に口
裎,衤（ころもへん）に呈
㟢,山（やま・やまかんむり）に奇
芴,艹（くさかんむり）に勿
擎,手（て）に敬
櫐,木（き）に畾
茈,艹（くさかんむり）に此
赳,走（そうにょう）に丩
詈,言（げん・ことば）に罒
赤,「シャク」は高校で習う読み方です。
弃,廾（にじゅうあし・こまぬき）に𠫓
䰗,鬥（とうがまえ・たたかいがまえ）に亀
定,うかんむりに𤴓
定,「さだか」は高校で習う読み方です。
抒,てへんに予
魁,鬼（きにょう）に斗
重,※重の成り立ちには諸説あり、上記以外の組み合わせの説や【会意】の説などもあります。
畋,攵（のぶん・ぼくづくり）に田
圴,土（つちへん）に
嘽,口（くちへん）に單
姨,女（おんなへん）に夷
郴,おおざとに林
曛,日（ひへん・にちへん）に熏
惹,心（こころ）に若
睟,目（めへん）に卒
渗,さんずいに参
俤,にんべんに弟
喚,くちへんに奐
独,けものへんに虫
邶,おおざとに北
鋂,金（かねへん）に每
殉,かばねへん・いちたへん・がつへんに旬
罷,あみめ・あみがしら・よんがしらに能
曚,日（ひへん・にちへん）に蒙
遶,しんにょう・しんにゅうに堯
鵬,鳥（とり）に朋
蒭,くさかんむりに芻
淂,氵（さんずい）に㝵
欞,木（きへん）に靈
砆,石（いしへん）に夫
氏,「うじ」は中学校で習う読み方です。
傴,にんべんに區
颯,風（かぜ）に立
蠣,虫（むしへん）に厲
鎛,金（かねへん）に尃
緒,糸（いとへん）に者
僵,にんべんに畺
薭,艹（くさかんむり）に稗
薭,艹（くさかんむり）に禾に卑
鋩,金（かねへん）に芒
欛,木（きへん）に霸
瀁,さんずいに養
莇,くさかんむりに助
妤,女（おんなへん）に予
鵄,鳥（とり）に至
許,言（ごんべん）に午
繪,糸（いとへん）に會
仐,ひとやね・ひとがしらに十
𣘹,木（きへん）に寅
忽,心（こころ）に勿
輟,車（くるまへん）に叕
葶,艹（くさかんむり）に亭
揥,扌（てへん）に帝
秧,禾（のぎへん）に央
艤,舟（ふねへん）に義
艤,舟（ふねへん）に𦍌に我
雝,隹（ふるとり）に邕
雝,隹（ふるとり）に巛に邑
䵷,黽（べん・べんあし・かえる）に圭
䵷,黽（べん・べんあし・かえる）に土に土
戦,戈（ほこ・ほこづくり・ほこがまえ）に単
戦,「いくさ」は中学校で習う読み方です。
蟖,虫（むしへん）に斯
蟖,虫（むしへん）に其に斤
蛎,虫（むしへん）に厉
埤,土（つちへん）に卑
胦,月（にくづき）に央
府,まだれに付
橫,きへんに黃
誚,言（ごんべん）に
殄,歹（かばねへん・いちたへん・がつへん）に㐱
藥,くさかんむりに樂
艠,舟（ふねへん）に登
甜,甘（かん・あまい）に舌
垨,つちへん・どへんに守
醺,酉（とりへん）に薰
靉,雨（あめかんむり）に愛
悟,りっしんべんに吾
体,にんべんに本
体,「テイ」は中学校で習う読み方です。
鋹,金（かねへん）に長
鍬,金（かねへん）に秋
昃,日（ひ・にち）に仄
罍,缶（ほとぎ・ほとぎへん・みずがめ）に畾
氿,氵（さんずい）に九
𡶜,やまへんに斥
茨,くさかんむりに次
漥,さんずいに窐
釵,金（かねへん）に叉
童,立（たつ）に里
童,「わらべ」は中学校で習う読み方です。
𣽾,氵（さんずい）に竟
𣽾,氵（さんずい）に音に儿
附,こざとへんに付
糙,米（こめへん）に
綣,糸（いとへん）に卷
障,こざとへんに章
障,「さわる」は高校で習う読み方です。
宋,宀（うかんむり）に木
嘔,口（くちへん）に區
禪,しめすへんに單
鎰,金（かねへん）に益
耎,而（しかして・しこうして）に大
緋,糸（いとへん）に非
鰖,魚（うおへん）に左に月
𡵸,山（やまへん）に兀
樹,きへんに尌
勦,力（ちから）に巢
鞳,革（かわへん）に荅
禳,しめすへんに襄
萩,くさかんむりに秋
岫,山（やまへん）に由
窘,穴（あなかんむり）に君
𦃭,糸（いとへん）に島
羿,羽（はね）に廾
硫,いしへんに㐬
鰹,魚（うおへん・さかなへん）に堅
孅,女（おんなへん）に韱
鍗,金（かねへん）に帝
膻,月（にくづき）に亶
瞶,目（めへん）に貴
虯,虫（むしへん）に丩
戟,戈（ほこ・ほこづくり・ほこがまえ）に𠦝
燈,火（ひへん）に登
愓,忄（りっしんべん）に昜
殳,几に又
壕,土（つちへん・どへん）に豪
現,おうへん・たまへんに見
稜,禾（のぎへん）に夌
仇,にんべんに九
宜,うかんむりに且
簍,竹（たけかんむり）に婁
灘,さんずいに難
糕,米（こめへん）に羔
偆,亻（にんべん）に春
蘤,艹（くさかんむり）に爲
鰾,魚（うおへん・さかなへん）に票
珉,王（たまへん・おうへん）に民
践,あしへんに㦮
俄,にんべんに我
㟴,山（やまへん）に鬼
嶼,山（やまへん）に與
梙,木（きへん）に串。
閦,門（もんがまえ・かどがまえ）に众
汪,さんずいに王
䘏,血（ち）に阝
獺,けものへんに賴
宍,うかんむりに六
拵,てへんに存
蒸,くさかんむりに烝
蒸,「むす」「むれる」「むらす」は中学校で習う読み方です。
詔,言（ごんべん）に召
詔,「みことのり」は高校で習う読み方です。
麴,麥（むぎへん・ばくにょう）に匊
豌,豆（まめ・まめへん）に宛
䀹,目（めへん）に夾
鋼,かねへんに岡
鋼,「はがね」は中学校で習う読み方です。
趾,足（あしへん）に止
澍,氵（さんずい）に尌
澍,氵（さんずい）に壴に寸
㠶,はばへん・きんべんに凢
岸,山（やま・やまかんむり）に厈
岸,屵に干
橲,木（きへん）に喜
衙,行（ぎょうがまえ・ゆきがまえ）に吾
衙,彳に吾に亍
猖,けものへんに昌
台,口（くち）に厶
峽,やまへんに夾
灇,氵（さんずい）に叢
革,「かわ」は中学校で習う読み方です。
低,にんべんに氐
鬂,髟（かみがしら・かみかんむり）に兵
洤,氵（さんずい）に全
猿,けものへんに袁
剏,并に刄
腸,にくづきに昜
唵,口（くちへん）に奄
槴,木（きへん）に
珞,王（おうへん・たまへん）に各
錢,かねへんに戔
藎,艹（くさかんむり）に盡
覡,見（みる）に巫
湓,氵（さんずい）に盆
湓,氵（さんずい）に分に皿
毧,毛（け）に戎
𦐂,羽（はね）に戈
狼,けものへんに良
赫,赤（あか・あかへん）に赤
