漢字,異体字
螂,蜋
仭,仞
梓,榟
鑚,鑽
粔,籹
砺,礪
微,㣲
鰥,𩻄
夢,梦
夢,㝱
夢,夣
晃,晄
佸,𠈲
腰,𦝫
覺,覚
覺,覐
覺,斍
覺,觉
圡,土
圡,𡈽
撓,挠
廊,廊
搶,抢
箟,箘
箟,䇹
繋,繫
審,宷
審,审
厦,廈
羇,覉
纜,䌫
媼,媪
慼,慽
嬾,孄
嬾,孏
熱,热
鳳,凤
鳳,鳯
顚,顛
镹,久
镹,乆
浸,寖
浸,濅
浸,𣹦
圏,圈
損,损
朗,朗
朗,朖
澑,溜
匀,勻
烽,熢
烽,㷭
得,䙷
得,𢔶
棖,枨
躶,裸
渴,渇
崐,崑
焰,焔
焰,燄
焰,熖
焰,㷔
撿,𢮦
撿,捡
欟,𣠤
帯,帶
帯,带
留,畄
留,畱
烱,炯
籹,粔
嚲,亸
渚,渚
并,幷
諦,𧫚
乘,乗
乘,椉
鹸,鹼
惠,恵
惠,僡
𦫿,艾
尩,尫
尩,尪
尩,𡯪
關,関
關,闗
幃,帏
殘,残
枴,柺
筑,𥬑
拳,搼
町,甼
辧,弁
辧,辨
隽,雋
孺,𡦘
䆴,竃
䆴,竈
䆴,𥧄
䆴,灶
穹,宆
剴,剀
橈,𣓤
橈,桡
廃,廢
廃,废
縁,緣
瀦,潴
刺,刾
刺,㓨
槮,椮
朽,𣏓
博,愽
𨨞,斧
滝,瀧
篝,𥵡
鑵,𨫝
稿,稾
櫬,榇
喝,喝
決,决
譽,誉
粽,糉
鏟,𨩱
徳,悳
徳,𢛳
徳,恴
徳,惪
徳,㥁
軣,轟
者,者
棄,弃
稽,𥡴
滾,滚
叡,睿
叡,壡
島,嶋
島,嶌
島,㠀
島,嶹
島,岛
犢,㸿
類,類
廟,庿
廟,庙
嘱,囑
飰,飯
銹,鏥
閏,閠
貂,鼦
穣,穰
隠,隱
齓,齔
鮾,鯘
嬢,孃
埀,垂
昿,曠
昿,旷
挊,弄
挊,挵
斅,敩
斅,斆
躬,躳
籖,籤
寿,壽
寿,夀
寿,𦓆
昼,晝
岪,𡶒
祢,禰
凍,冻
琢,琢
駞,駝
豬,猪
豬,猪
獎,奨
獎,奬
獎,㢡
獎,奖
靜,静
賢,贒
丘,坵
丘,㐀
丘,丠
減,减
歩,步
歩,歨
缶,罐
姧,奸
清,淸
灎,灩
灎,灔
灎,灧
軛,軶
鴈,雁
鴈,鳫
団,團
侶,侣
牆,墻
牆,墙
櫚,榈
㳃,淬
者,者
爴,攫
搔,掻
啀,嘊
貮,弐
貮,貳
焚,燓
撟,挢
𠌫,蹕
薩,蕯
迯,逃
標,标
戞,戛
珍,珎
換,换
韱,韯
濱,浜
濱,濵
廝,厮
戛,戞
粋,粹
儻,傥
辦,办
蛍,螢
怖,悑
窓,窗
窓,窻
窓,牕
窓,䆫
樿,椫
窰,窯
窰,窑
泥,埿
頚,頸
耨,槈
龍,竜
払,拂
甌,瓯
傖,伧
涙,淚
涙,泪
厨,廚
厨,㕑
処,處
処,䖏
処,处
齢,齡
莱,萊
罰,罸
㺃,狗
縉,縉
甽,畎
甽,𤰝
虞,𠈌
㡡,幮
雌,䳄
躯,軀
祝,祝
㹨,狖
墨,墨
諛,䛕
𢰤,掎
大,亣
瘻,瘘
謁,謁
靭,靱
僭,僣
癡,痴
崘,崙
鑪,鈩
駝,駞
著,著
䦰,鬮
䦰,䰗
軌,䡄
愧,愧
秕,粃
撥,拨
饍,膳
拘,抅
糺,糾
暘,旸
擣,𢭏
擣,捯
煙,烟
煙,𤇆
孌,娈
咊,和
咊,龢
氊,氈
氊,毡
諂,讇
塹,壍
塹,𡐛
塹,堑
獸,獣
獸,兽
飜,翻
圧,壓
圧,压
叟,叜
埋,薶
迁,遷
以,㠯
枻,栧
或,㦯
𨪙,鏘
㽗,畝
㽗,畆
㽗,畒
㽗,畞
㽗,畮
㽗,亩
焼,燒
决,決
醎,鹹
倀,伥
甑,䰝
撹,攪
撹,搅
徃,往
嚭,噽
濤,涛
飆,飈
飆,飇
飆,颷
彎,弯
曹,曺
曹,𣍘
懼,愳
幔,㡢
幷,并
蒂,蔕
嵓,嵒
凳,櫈
㸿,犢
恊,協
恊,协
嘨,嘯
嘨,啸
指,𢫾
廸,迪
㞍,尻
届,屆
倫,伦
彙,彚
彙,𢑷
耻,恥
剤,劑
剤,剂
浅,淺
鏖,䥝
瑇,玳
滯,滞
筺,筐
嶤,嶢
嶤,𡸳
嶤,峣
冏,囧
𩝐,糍
悔,悔
眞,真
脚,腳
脚,踋
聨,聯
噠,哒
勈,勇
訳,譯
弌,一
泝,㴑
禎,禎
鸊,鷿
鸊,𪇊
隣,鄰
隣,厸
縉,縉
𥧄,竃
𥧄,竈
𥧄,䆴
𥧄,灶
懲,懲
上,丄
耊,耋
斬,斩
搜,捜
搜,𢯱
搜,摉
溲,𣸈
剣,劍
剣,釼
剣,劔
剣,劒
剣,剱
剣,𠝏
剣,剑
剣,劎
呂,吕
沒,没
隸,隷
鼓,皷
鼓,鼔
渚,渚
内,內
廊,廊
蟹,蠏
曙,暏
偉,伟
祐,祐
艷,艶
艷,豔
艷,豓
庶,庻
𡝂,妝
𡝂,娤
𡝂,妆
虻,蝱
棗,枣
棗,栆
禍,禍
禍,旤
鑄,鋳
慳,悭
没,沒
㐮,襄
禀,稟
﨔,欅
﨔,榉
﨔,櫸
迥,逈
迥,䢛
仁,忈
仁,忎
槁,槀
況,况
弥,彌
弥,㣆
鯀,鮌
纖,繊
纖,纎
𨥫,鉚
弐,貳
弐,貮
腦,脳
腦,匘
𥧔,屁
梥,松
梥,枩
梥,柗
梥,㮤
梥,枀
瞼,𥇥
獄,𡈭
㯰,植
裙,裠
裙,帬
舵,䑨
棟,栋
架,榢
善,譱
節,節
緜,綿
旧,舊
旧,𦾔
悦,悅
悦,恱
馮,冯
楙,柕
楙,㮊
靈,霊
靈,灵
靈,䨩
靈,㚑
靈,霛
慶,庆
陷,陥
櫺,欞
櫺,棂
賍,贓
辯,弁
釀,醸
辤,辞
辤,辭
辤,辝
拖,拕
研,硏
経,經
劒,剣
劒,劍
劒,釼
劒,劔
劒,剱
劒,𠝏
劒,剑
劒,劎
踊,踴
氛,𣱦
嶮,𡸴
嶮,崄
嬰,婴
嬰,孆
謠,謡
壅,㙲
柒,漆
潮,𣶃
縄,繩
槍,枪
使,𠉕
陽,阳
陽,阦
晰,晳
畴,疇
貊,貃
瀬,瀨
鶵,雛
冩,写
冩,寫
敢,𠭖
踈,疎
晉,晋
晉,㬜
襄,㐮
将,將
態,态
叱,𠮟
缼,欠
缼,缺
缼,𡙇
囁,嗪
修,俢
豎,竪
褒,襃
帋,紙
恟,忷
僲,僊
瑣,𤨏
挟,挾
畍,界
畍,𨺬
鴉,鵶
鴉,𩿎
盖,蓋
盖,葢
潴,瀦
翠,翆
逷,逖
攔,拦
逹,達
甕,罋
琹,琴
琹,珡
兠,兜
勧,勸
勧,劝
急,㤂
急,忣
嬭,妳
齋,斎
齋,斋
齋,夈
雁,鴈
雁,鳫
蘭,蘭
蘭,兰
佛,仏
夜,亱
隆,隆
國,国
國,圀
國,囶
國,囯
國,囻
鄕,郷
鄕,乡
鄕,鄉
鄕,鄊
鉄,銕
鉄,鐵
鉄,鐡
䨩,霊
䨩,靈
䨩,灵
䨩,㚑
䨩,霛
猪,猪
猪,豬
旛,旙
腟,膣
𥹢,聞
逎,遒
籘,籐
犀,𡱝
捃,攈
捃,攟
甦,𤯳
郄,郤
嫰,嫩
嫰,媆
澄,澂
澄,瀓
晣,晢
喝,喝
毆,殴
容,兹
劉,刘
鼹,鼴
灋,法
灋,㳒
灋,佱
步,歩
步,歨
類,類
倏,倐
鴂,鴃
望,朢
灣,湾
卷,巻
艾,𦫿
喬,乔
拠,據
拠,㩀
烟,煙
烟,𤇆
隺,寉
飯,飰
闊,濶
闊,𤄃
欏,椤
韔,䩨
滋,𦱳
兩,両
兩,㒳
兩,两
刄,刃
毎,每
灞,㶚
冬,昸
樅,枞
頸,頚
殿,𣪍
瞞,𥈞
碇,矴
区,區
豚,豘
澀,渋
澀,澁
廂,厢
儁,㒞
閙,鬧
牖,牗
剩,剰
盜,盗
鶚,𩀇
観,觀
緣,縁
愙,恪
愙,㤩
愙,愘
参,參
参,叅
参,叄
参,叁
羣,群
塒,埘
㝢,宇
㝢,𡧃
貔,豼
敗,贁
當,当
皡,皞
皡,皥
畬,畭
愼,慎
愼,眘
毉,医
毉,醫
參,参
參,叅
參,叄
參,叁
曽,曾
欑,櫕
蜿,䖤
班,𤤻
聟,婿
聟,壻
侯,矦
𧜎,襷
廠,厰
犲,豺
亭,𠅘
崕,崖
廣,広
郞,郎
称,稱
悩,惱
悩,𢚰
悩,恼
𣏐,杓
虎,乕
鮒,𩷺
壚,𡉴
壚,垆
醤,醬
懺,懴
幕,幙
堝,埚
鼃,䵷
嘗,甞
嘗,𠹉
嘗,尝
鄷,酆
惡,悪
惡,僫
惡,恶
祥,祥
秔,粳
秔,稉
擋,挡
巌,巖
巌,巗
晶,𣇵
免,免
梦,夢
梦,㝱
梦,夣
鴪,鴥
耕,畊
數,数
數,𢿙
艟,艨
隲,騭
姍,姍
増,增
擱,搁
蟆,蟇
苅,刈
苅,𠛄
埣,𡉻
奥,奧
𠈓,倆
𠈓,俩
俲,傚
則,𠟭
則,则
𣷹,添
薬,藥
篭,籠
萬,万
聦,聡
聦,聰
択,擇
択,择
舍,舎
縦,縱
憒,愦
僑,侨
醉,酔
㚑,霊
㚑,靈
㚑,灵
㚑,䨩
㚑,霛
狂,𤝵
鉤,鉤
舎,舍
嶬,㠖
𡑭,𡋗
兊,兌
兊,兑
斊,斉
斊,齊
斊,亝
渉,涉
𧮾,谿
贒,賢
緑,綠
黨,党
蟬,蝉
出,岀
噯,嗳
薦,侟
𤄃,闊
𤄃,濶
飡,飧
飡,飱
黄,黃
郷,鄕
郷,乡
郷,鄉
郷,鄊
繡,繍
繡,綉
愽,博
憂,𢝊
利,𥝢
櫪,枥
竃,竈
竃,𥧄
竃,䆴
竃,灶
原,厡
囀,啭
𡶒,岪
齒,歯
𡉴,壚
𡉴,垆
偸,偷
櫓,樐
櫓,橹
櫓,㯭
累,纍
累,絫
周,周
剰,剩
傚,俲
僣,僭
巘,巚
囲,圍
囲,围
砿,礦
整,𢿫
整,愸
卮,巵
噲,哙
屬,属
麥,麦
媞,娲
𦀗,織
憤,愤
朗,朗
朗,朖
兮,𠔃
臟,臓
嚴,厳
嚴,严
團,団
暎,映
育,毓
僧,僧
解,觧
䳄,雌
嵳,嵯
虫,蟲
虫,䖝
淄,湽
携,攜
携,擕
携,㩗
携,𢹂
廁,厠
廁,厕
甯,寗
甯,𡩋
儈,侩
豪,儫
鐸,鈬
豺,犲
膽,胆
歸,帰
歸,皈
歸,㱕
歸,归
騭,隲
襷,𧜎
忞,忟
弁,辧
弁,辨
弁,瓣
弁,辯
抙,捊
繭,絸
繭,蠒
剿,𠞰
剿,劋
齟,𪗱
鵑,䳌
瓺,𤭖
謹,謹
灵,霊
灵,靈
灵,䨩
灵,㚑
灵,霛
筮,𥰫
筮,簭
擁,𢹬
擁,拥
梅,梅
梅,楳
梅,槑
勤,勤
檝,楫
頽,頹
頽,頺
崍,崃
壮,壯
嵒,嵓
呪,咒
飼,飼
覚,覺
覚,覐
覚,斍
覚,觉
下,丅
罸,罰
廼,迺
債,债
剱,剣
剱,劍
剱,釼
剱,劔
剱,劒
剱,𠝏
剱,剑
剱,劎
鵶,鴉
鵶,𩿎
逓,遞
籠,篭
歖,喜
阴,陰
阴,隂
阴,侌
阴,阥
收,収
屛,屏
屛,幈
觸,触
酬,酧
酬,醻
們,们
鯵,鰺
嶔,嵚
匱,匮
風,凮
風,凬
風,飌
風,凨
巡,廵
牗,牖
踴,踊
茘,荔
長,镸
長,仧
長,兏
桟,棧
桟,栈
昴,𣆻
彜,彝
彜,彛
彜,彞
穰,穣
悖,愂
𡙇,欠
𡙇,缺
𡙇,缼
羌,羗
鴃,鴂
螢,蛍
秊,年
蓑,簑
蓑,簔
箘,箟
箘,䇹
稱,称
社,社
鰺,鯵
夛,多
蠟,蝋
蠟,䗶
致,𦤶
径,徑
舮,艫
琴,珡
琴,琹
拯,抍
匇,匆
匇,囪
礱,礲
劄,箚
麁,麤
靁,雷
鎮,鎭
㘅,銜
㘅,啣
㘅,衘
𪘚,齬
匡,匩
鈎,鉤
忢,悟
逖,逷
伖,帑
舘,館
砕,碎
櫁,樒
櫁,榓
𡸳,嶢
𡸳,嶤
𡸳,峣
暑,暑
賓,賓
賓,賔
賓,宾
筭,算
蟲,虫
蟲,䖝
駅,驛
壥,廛
壥,鄽
壥,㙻
壥,㕓
嗣,孠
率,卛
祉,祉
𨿸,鶏
𨿸,鷄
𨿸,雞
巷,衖
衽,袵
笄,筓
伷,胄
餐,湌
臾,㬰
挙,擧
挙,舉
挙,举
菫,蓳
断,斷
断,𣃔
播,𢿥
恪,愙
恪,㤩
恪,愘
坵,丘
坵,㐀
坵,丠
残,殘
歓,歡
神,神
瘦,痩
咒,呪
廒,厫
始,乨
始,兘
冱,𠖱
尭,堯
尭,尧
坂,岅
舉,挙
舉,擧
舉,举
趺,呋
慙,慚
慙,惭
禿,秃
藪,薮
嶢,嶤
嶢,𡸳
嶢,峣
驅,駆
䂓,規
䂓,椝
䂓,槼
䂓,规
接,擑
圓,円
圓,圎
圓,圆
瘤,癅
桒,桑
灝,𤂖
創,戧
創,𠟐
創,创
創,戗
勵,励
莵,菟
纉,纘
剗,刬
靖,靖
慍,愠
艶,艷
艶,豔
艶,豓
婁,𡝤
婁,娄
碑,碑
漢,漢
枕,𣏝
鴟,𨾦
徴,徵
徴,𢽠
𩿎,鴉
𩿎,鵶
柏,栢
矴,碇
齡,齢
搭,撘
贍,𩟋
来,來
崑,崐
衛,衞
衛,卫
𥇥,瞼
兕,𧰽
走,赱
走,𧺆
蘯,蕩
鰮,鰛
鯊,鯋
㬜,晋
㬜,晉
戲,戯
戲,戱
戲,戏
耽,躭
蘒,蘒
祖,祖
譌,訛
覓,覔
掴,摑
莕,荇
嶇,岴
嶇,岖
屡,屢
画,畫
攝,摂
攝,摄
𧏚,螜
𣇄,鼎
𣇄,𪔂
𣇄,鼑
爕,燮
教,敎
碪,砧
薮,藪
懈,𢢣
帮,幇
帮,幫
帮,幚
默,黙
乾,乹
乾,亁
乾,漧
秋,穐
秋,龝
秋,秌
纒,纏
袵,衽
榮,栄
榮,荣
臿,𢆍
淛,浙
豁,𧯆
轉,転
輀,轜
擧,挙
擧,舉
擧,举
弄,挊
弄,挵
邇,迩
嵇,嵆
筝,箏
紣,綷
鬻,俼
𥱋,簗
忩,怱
忩,悤
覷,覰
覷,覻
覷,𧠢
渊,淵
渊,渕
渊,囦
鶏,鷄
鶏,雞
鶏,𨿸
涜,瀆
涜,凟
喞,唧
填,塡
笋,筍
𢡛,懣
𢡛,懑
昊,昦
匆,匇
匆,囪
侫,佞
済,濟
争,爭
𧸐,膩
𧸐,𦡸
蹴,蹵
壎,塤
壎,埙
斈,学
斈,學
噛,嚙
噛,啮
嫵,妩
収,收
狭,狹
槇,槙
憗,憖
憗,慭
壟,壠
壟,垄
壟,垅
䔍,篤
崇,崈
芦,蘆
臍,𦜝
𤭖,瓺
寃,冤
耼,聃
峡,峽
蚉,蚊
蚉,蟁
奨,奬
奨,獎
奨,㢡
奨,奖
樸,檏
礦,砿
猬,蝟
淵,渕
淵,渊
淵,囦
絶,絕
花,芲
頼,賴
莊,荘
莊,㽵
耋,耊
檔,档
德,徳
德,悳
德,𢛳
德,恴
篠,筱
篠,筿
賚,𧶛
妝,𡝂
妝,娤
妝,妆
雜,雑
雜,襍
雜,杂
葬,塟
脱,脫
訡,吟
訡,噖
窪,漥
絲,糸
絲,丝
脆,脃
勸,勧
勸,劝
欒,栾
恐,𢙢
綿,緜
暁,曉
暁,晓
邛,卭
壗,𡋤
焔,焰
焔,燄
焔,熖
焔,㷔
棋,棊
棋,檱
棋,櫀
棋,㯦
堤,埞
㴞,滔
飱,飧
飱,飡
霤,𩅸
倚,𠋣
蕋,蕊
蕋,蘂
征,徰
征,𨒌
謌,歌
胸,胷
駻,馯
擺,摆
碾,𥑊
鱰,鱪
飮,飲
飮,㱃
髓,髄
髓,膸
廽,廻
廽,𢌞
邦,峀
鞱,韜
鼠,鼡
聖,垩
釄,醾
挿,插
挿,揷
壓,圧
壓,压
視,視
視,眎
錄,録
汙,汚
汙,污
豫,予
榛,樼
渇,渴
蝨,虱
覐,覚
覐,覺
覐,斍
覐,觉
属,屬
難,難
褻,亵
曉,暁
曉,晓
輭,軟
壳,殻
壳,殼
間,閒
椶,棕
畎,甽
畎,𤰝
于,亏
于,亐
卑,卑
卑,𤰞
懦,懧
𣳾,泰
𣳾,㤗
𣳾,冭
𨫍,鏸
㩮,攑
鑛,鉱
匯,滙
時,旹
時,时
畝,畆
畝,畒
畝,㽗
畝,畞
畝,畮
畝,亩
癕,癰
餚,肴
樂,楽
樂,乐
爵,𩰦
衆,眾
衆,众
獏,貘
婭,娅
前,歬
前,偂
厷,肱
厷,𠫔
厷,𠬟
厷,𠃋
戩,戬
𨩱,鏟
広,廣
掃,扫
釈,釋
痩,瘦
男,侽
陟,徏
筱,篠
筱,筿
酉,丣
慂,惥
霊,靈
霊,灵
霊,䨩
霊,㚑
霊,霛
霻,靊
𢌞,廻
𢌞,廽
辭,辞
辭,辤
辭,辝
飇,飆
飇,飈
飇,颷
勛,勲
勛,勳
勛,勋
脍,膾
养,養
𨸟,䧢
搗,捣
閹,剦
囂,嚣
囂,嚻
餅,餠
鼈,鱉
鼈,龞
節,節
黛,黱
喆,哲
喆,嚞
喆,啠
喆,悊
寬,寛
寬,宽
儕,㑪
儕,侪
傭,佣
曬,晒
濶,闊
濶,𤄃
燮,爕
畆,畝
畆,畒
畆,㽗
畆,畞
畆,畮
畆,亩
櫱,蘖
祥,祥
電,电
厮,廝
鏁,鎖
鏁,鎻
熹,熺
便,𠊳
蠎,蟒
霸,覇
国,國
国,圀
国,囶
国,囯
国,囻
卣,𠧪
旅,挔
扼,㧖
睹,覩
趦,䠖
趦,趑
道,衟
羐,羑
晒,曬
応,應
応,应
𤇆,煙
𤇆,烟
咼,呙
灔,灎
灔,灩
灔,灧
瞠,憆
呑,吞
齧,囓
齧,𪘂
葱,蔥
橺,橌
徏,陟
噐,器
噐,器
賾,𧷤
𣝣,爵
𣝣,𩰦
傘,仐
傘,𠍘
傘,伞
睿,叡
睿,壡
籅,𥫣
髯,髥
嵜,崎
嵜,㟢
嵜,﨑
淳,湻
曈,晍
戔,㦮
戔,戋
臆,肊
忰,悴
譖,譛
児,兒
児,𠒆
奘,弉
舄,舃
舄,𩍆
奔,𢍃
賎,賤
龢,和
龢,咊
響,響
響,响
兎,兔
嚌,哜
涵,𣹢
謹,謹
鋏,𨦇
蔕,蒂
磁,𥔵
磁,礠
予,豫
岡,堽
岡,崗
岡,冈
岡,岗
彌,弥
彌,㣆
頤,頥
册,冊
册,𠕁
蜂,蠭
嶹,島
嶹,嶋
嶹,嶌
嶹,㠀
嶹,岛
掎,𢰤
崖,崕
攖,撄
濳,潜
濳,潛
号,號
衝,𧘂
輛,輌
穏,穩
東,东
晄,晃
変,變
変,变
櫝,椟
黙,默
曦,㬢
場,塲
場,场
埞,堤
槙,槇
麺,麪
麺,麵
遞,逓
羃,冪
羃,幂
撇,撆
嬈,娆
条,條
䒳,朶
䒳,朵
闘,鬪
闘,鬭
冥,㝠
胄,伷
幤,幣
頥,頤
壽,寿
壽,夀
壽,𦓆
蝟,猬
弼,弻
弼,𢐀
戻,戾
槨,椁
仏,佛
蕿,萱
靆,叇
㝡,最
㝡,冣
軽,輕
尞,𤊽
觥,觵
瓚,瓉
愜,㥦
愜,惬
怕,𢗌
巽,巽
巽,巺
鈩,鑪
呉,吳
呉,吴
拕,拖
螻,蝼
鶿,鷀
𢭆,抽
𢭆,㩅
搖,揺
搖,摇
搖,㨱
蘇,蘓
卍,卐
貘,獏
奐,奂
幟,旘
幟,帜
滲,涁
滲,渗
酇,鄼
闃,閴
覽,覧
适,𨓈
靍,靎
靍,靏
惸,𢞛
卺,巹
卺,𧯢
蔥,葱
湊,凑
氷,冰
嵬,㟴
盎,㼜
替,㬱
盌,碗
騮,驑
騮,駵
騮,駠
俥,伡
層,層
層,层
溜,澑
簞,箪
厴,厣
諸,諸
竽,𥫡
揶,捓
佞,侫
蹈,𨂻
嫉,㑵
嚀,咛
㶚,灞
鍊,錬
擠,挤
敍,叙
敍,敘
肤,膚
䉤,籔
齊,斉
齊,亝
齊,斊
聡,聰
聡,聦
澔,浩
強,强
巻,卷
隙,𨻶
隙,隟
廐,厩
廐,廏
𨼲,蔭
𨼲,䕃
𨼲,𦹥
𪎌,麳
世,丗
世,卋
穉,稚
穉,稺
撑,撐
俔,伣
俔,悓
訛,譌
発,發
発,彂
聞,𥹢
軀,躯
艣,艪
浙,淛
綷,紣
悞,悮
莖,茎
凾,函
凾,圅
蜋,螂
咤,咜
涓,㳙
殴,毆
𨦇,鋏
鱉,鼈
鱉,龞
憊,𢟡
憊,惫
齔,齓
轤,䡎
觧,解
倶,俱
𥁕,昷
脳,腦
脳,匘
餠,餅
橛,橜
四,亖
泯,冺
馿,驢
喫,噄
鳧,鳬
鳧,凫
嶄,嶃
嶄,崭
堽,岡
堽,崗
堽,冈
堽,岗
逃,迯
殁,歿
達,逹
聴,聽
卉,芔
卉,卉
緕,纃
嬀,妫
嬀,媯
糲,䊪
揔,総
揔,總
揔,摠
揔,緫
揔,总
揔,捴
揔,搃
韻,韵
蔴,麻
髪,髮
箋,牋
箋,䇳
箋,㮍
箋,椾
箋,笺
郎,郞
﨑,崎
﨑,嵜
﨑,㟢
鏥,銹
哲,喆
哲,嚞
哲,啠
哲,悊
壱,壹
壱,夁
爲,為
爲,为
讒,䜛
處,処
處,䖏
處,处
阳,陽
阳,阦
唖,啞
唖,哑
姉,姊
靏,靍
靏,靎
槩,概
槩,槪
焈,熙
焈,煕
焈,熈
焈,凞
焈,凞
軆,体
軆,躰
軆,體
讐,讎
俠,侠
雛,鶵
龜,亀
恭,𢙄
恭,㳟
嘯,嘨
嘯,啸
膩,𧸐
蝉,蟬
斵,斲
尢,尣
壙,圹
穩,穏
厖,庬
猶,犹
粃,秕
碊,𥒎
懸,悬
倢,偼
嚏,嚔
滿,満
擕,携
擕,攜
擕,㩗
擕,𢹂
懌,怿
𠑊,儼
𠑊,俨
鳫,雁
鳫,鴈
疉,畳
疉,疊
疉,疂
疉,㬪
疉,曡
疉,叠
憎,憎
斂,敛
斂,㪘
霧,霚
晝,昼
諫,諌
喜,歖
蠻,蛮
泉,洤
磨,䃺
臙,胭
羗,羌
艨,艟
蔣,蒋
似,佀
溫,温
匠,匞
突,突
號,号
勅,敕
摳,抠
膀,髈
突,突
荘,莊
荘,㽵
棊,棋
棊,檱
棊,櫀
棊,㯦
祐,祐
弑,弒
胚,肧
颼,䬒
寝,寢
寝,寑
寝,𡫒
盥,泴
𥄢,相
策,萗
並,竝
並,傡
焦,𤓪
屏,屛
屏,幈
瀨,瀬
幣,幤
澘,潸
囘,回
囘,囬
食,𩚀
髄,膸
髄,髓
聯,聨
興,兴
埠,埗
多,夛
綫,線
爼,俎
襍,雑
襍,雜
襍,杂
岺,岭
海,海
彈,弾
彈,弹
最,冣
最,㝡
梘,枧
祈,祈
剋,尅
糵,糱
啖,啗
膳,饍
俎,爼
䋝,纓
回,囘
回,囬
僥,侥
巋,岿
𨫤,𨯁
精,精
秣,䬴
軍,𠣞
軍,军
據,拠
據,㩀
釜,釡
鄹,郰
続,續
矦,侯
垂,埀
穎,頴
勞,労
勞,劳
悪,惡
悪,僫
悪,恶
烬,燼
烬,㶳
澁,渋
澁,澀
嗷,嗸
賛,贊
㯍,槳
㯍,桨
廈,厦
髠,髡
髠,髨
氈,氊
氈,毡
嚇,吓
冣,最
冣,㝡
旹,時
旹,时
蝋,蠟
蝋,䗶
皃,貌
皃,㒵
皃,䫉
懊,㤇
禍,禍
禍,旤
渓,溪
壃,疆
壃,畺
壃,疅
贐,賮
儂,侬
鄰,隣
鄰,厸
廏,厩
廏,廐
詠,咏
傻,儍
䑺,帆
䑺,㠶
䑺,𩗋
聲,声
潅,灌
你,儞
你,伱
俦,儔
俦,𠍻
邊,辺
邊,邉
添,𣷹
𢦏,𢦒
銜,啣
銜,㘅
銜,衘
餬,𩚩
䆿,寱
当,當
深,㴱
崢,峥
撲,擈
虀,韲
虀,齏
虀,䪡
悋,恡
瑤,瑶
盗,盜
柳,栁
柳,桺
柳,桞
柳,橮
耈,耇
姙,妊
姙,𡜟
凭,凴
銭,錢
棅,柄
爾,尓
爾,尒
爾,尔
梟,枭
謄,誊
斥,㡿
膾,脍
嬋,婵
脅,脋
擘,孹
麻,蔴
鷄,鶏
鷄,雞
鷄,𨿸
拽,捙
憇,憩
於,扵
曾,曽
真,眞
釋,釈
専,專
専,专
繼,継
繼,㡭
讓,譲
汳,汴
飈,飆
飈,飇
飈,颷
獣,獸
獣,兽
徇,𢓈
徇,狥
唄,呗
慟,憅
庿,廟
庿,庙
殺,殺
員,貟
員,员
歐,欧
刑,𠛬
籔,䉤
冲,沖
鬱,欝
鬱,欎
鬱,鬰
梹,檳
梹,槟
梹,㯽
旃,旜
旃,𣃼
肅,粛
楓,枫
歿,殁
船,舩
驗,験
驗,騐
僡,恵
僡,惠
櫛,栉
體,体
體,躰
體,軆
歳,歲
歳,嵗
歳,亗
歳,岁
堂,坣
蕭,䔥
綉,繡
綉,繍
汚,汙
汚,污
川,巛
箆,篦
豼,貔
墳,坟
壺,壷
壺,壶
壺,壸
曨,昽
墍,塈
還,还
豔,艶
豔,艷
豔,豓
虬,虯
䖝,虫
䖝,蟲
擯,摈
亡,兦
亡,亾
胼,腁
楮,柠
塚,塚
飧,飱
飧,飡
勳,勲
勳,勛
勳,勋
齅,嗅
權,権
權,权
𣠽,欛
擇,択
擇,择
簠,㝬
簠,盙
尽,盡
尽,𥁞
盡,尽
盡,𥁞
準,凖
枢,樞
劇,剧
淨,浄
稚,穉
稚,稺
亂,乱
墮,堕
墮,𡐦
墮,墯
協,恊
協,协
屆,届
芲,花
掄,抡
傳,伝
傳,传
宮,宫
愆,諐
福,福
嚔,嚏
澗,㵎
竊,窃
䔥,蕭
捏,揑
款,欵
款,㱁
貓,猫
穽,阱
岭,岺
鶉,𨿡
齬,𪘚
嘖,啧
幬,𢃖
幬,帱
砲,礮
巗,巌
巗,巖
氎,㲲
坤,堃
隯,陦
纍,累
纍,絫
写,冩
写,寫
搦,搻
廉,亷
頻,頻
𠝏,剣
𠝏,劍
𠝏,釼
𠝏,劔
𠝏,劒
𠝏,剱
𠝏,剑
𠝏,劎
脉,脈
脉,衇
旙,旛
泻,瀉
邨,村
晩,晚
晩,𣆶
萱,蕿
擊,撃
擊,击
禄,祿
𢭐,撈
𢭐,捞
睘,瞏
往,徃
悔,悔
剝,剥
値,值
熺,熹
余,餘
熅,煴
舜,䑞
鑑,鑒
鑑,鍳
銕,鉄
銕,鐵
銕,鐡
篗,籰
擔,担
恥,耻
冰,氷
畄,留
畄,畱
隨,随
隨,遀
嗎,吗
養,养
懲,懲
潜,潛
潜,濳
藡,荻
髥,髯
嚙,噛
嚙,啮
縧,絛
尒,爾
尒,尓
尒,尔
甁,瓶
面,靣
鎌,鐮
峰,峯
叢,藂
叢,樷
叢,丛
柵,栅
拔,抜
拔,㧞
動,动
線,綫
觴,𨢩
覔,覓
尉,叞
鋭,銳
鋭,𨦣
實,実
實,实
薺,萕
凛,凜
兪,俞
荔,茘
愡,憁
喪,䘮
喪,𠷔
