漢字,音訓,読み方,表内読み
扈,訓,はびこ,る,表内読み
扈,音,コ,,表内読み
男,訓,おとこ,,表内読み
男,訓,おのこ,,表外読み
男,音,ダン,,表内読み
男,音,ナン,,表内読み
陟,訓,のぼ,る,表内読み
陟,訓,のぼ,らせる,表内読み
陟,訓,すす,む,表内読み
陟,音,チョク,,表内読み
䯂,音,シン,,表内読み
迮,音,サク,,表内読み
粍,訓,ミリメートル,,表内読み
筱,訓,しの,,表内読み
筱,音,ショウ,,表内読み
酉,訓,とり,,表内読み
酉,訓,ひよみのとり,,表内読み
酉,音,ユウ,,表内読み
慂,訓,すす,める,表内読み
慂,音,ヨウ,,表内読み
霊,訓,たま,,表内読み
霊,訓,たましい,,表外読み
霊,音,レイ,,表内読み
霊,音,リョウ,,表内読み
霻,音,ホウ,,表内読み
涀,音,ケン,,表内読み
誨,訓,おし,える,表内読み
誨,訓,おし,え,表内読み
誨,音,カイ,,表内読み
紕,訓,かざ,り,表内読み
紕,訓,かざ,る,表内読み
紕,訓,あやま,り,表内読み
紕,音,ヒ,,表内読み
劘,音,バ,,表内読み
劘,音,マ,,表内読み
𢌞,訓,まわ,る,表内読み
𢌞,訓,まわ,す,表内読み
𢌞,訓,めぐ,る,表内読み
𢌞,訓,めぐ,らす,表内読み
𢌞,音,カイ,,表内読み
𢌞,音,エ,,表内読み
鱝,訓,えい,,表内読み
鱝,音,フン,,表内読み
鱝,音,ブン,,表内読み
辭,訓,や,める,表内読み
辭,訓,ことば,,表内読み
辭,訓,ことわ,る,表内読み
辭,音,ジ,,表内読み
飇,訓,つむじかぜ,,表内読み
飇,訓,かぜ,,表内読み
飇,訓,みだ,れる,表内読み
飇,音,ヒョウ,,表内読み
意,訓,こころ,,表外読み
意,訓,おも,う,表外読み
意,音,イ,,表内読み
佝,訓,おろ,か,表内読み
佝,音,ク,,表内読み
佝,音,コウ,,表内読み
鄯,音,セン,,表内読み
鄯,音,ゼン,,表内読み
勛,訓,いさお,,表内読み
勛,訓,いさおし,,表内読み
勛,音,クン,,表内読み
蛭,訓,ひる,,表内読み
蛭,音,シツ,,表内読み
蛭,音,テツ,,表内読み
睆,音,カン,,表内読み
脍,訓,なます,,表内読み
脍,訓,なます,にする,表内読み
脍,音,カイ,,表内読み
鰉,訓,ひがい,,表内読み
鰉,音,コウ,,表内読み
欲,訓,ほ,しい,表内読み
欲,訓,ほっ,する,表内読み
欲,音,ヨク,,表内読み
蕘,訓,たきぎ,,表内読み
蕘,訓,しば,,表内読み
蕘,訓,きこり,,表内読み
蕘,訓,くさか,り,表内読み
蕘,音,ジョウ,,表内読み
鯖,訓,よせなべ,,表内読み
鯖,訓,さば,,表内読み
鯖,音,セイ,,表内読み
鯖,音,ショウ,,表内読み
养,訓,やしな,う,表内読み
养,訓,やしな,い,表内読み
养,音,ヨウ,,表内読み
𨸟,音,ク,,表内読み
鞚,音,コウ,,表内読み
搗,訓,つ,く,表内読み
搗,訓,う,つ,表内読み
搗,訓,たた,く,表内読み
搗,訓,か,つ,表内読み
搗,訓,か,てて,表内読み
搗,音,トウ,,表内読み
諠,訓,かまびす,しい,表内読み
諠,訓,やかま,しい,表内読み
諠,訓,わす,れる,表内読み
諠,音,ケン,,表内読み
元,訓,もと,,表内読み
元,訓,はじ,め,表外読み
元,音,ゲン,,表内読み
元,音,ガン,,表内読み
閹,音,エン,,表内読み
徸,音,ショウ,,表内読み
囂,訓,かまびす,しい,表内読み
囂,訓,やか,ましい,表内読み
囂,訓,わずら,わしい,表内読み
囂,音,ゴウ,,表内読み
囂,音,キョウ,,表内読み
餅,訓,もち,,表内読み
餅,音,ヘイ,,表内読み
餮,訓,むさぼ,る,表内読み
餮,音,テツ,,表内読み
乙,訓,おと,,表外読み
乙,訓,きのと,,表外読み
乙,音,オツ,,表内読み
乙,音,イツ,,表外読み
饁,音,ヨウ,,表内読み
鼈,訓,すっぽん,,表内読み
鼈,音,ベツ,,表内読み
鼈,音,ヘツ,,表内読み
駉,音,ケイ,,表内読み
節,訓,ふし,,表内読み
節,訓,みさお,,表外読み
節,音,セツ,,表内読み
節,音,セチ,,表内読み
節,音,ノット,,表外読み
黛,訓,まゆずみ,,表内読み
黛,訓,かきまゆ,,表内読み
黛,訓,まゆ,,表内読み
黛,音,タイ,,表内読み
喆,訓,あき,らか,表内読み
喆,訓,さと,い,表内読み
喆,音,テツ,,表内読み
淝,音,ヒ,,表内読み
保,訓,たも,つ,表内読み
保,訓,も,つ,表外読み
保,訓,やす,んじる,表外読み
保,音,ホ,,表内読み
保,音,ホウ,,表外読み
牌,訓,ふだ,,表内読み
牌,音,ハイ,,表内読み
陳,訓,つら,ねる,表外読み
陳,訓,の,べる,表外読み
陳,訓,ふる,い,表外読み
陳,訓,ひ,ねる,表外読み
陳,音,チン,,表内読み
陳,音,ジン,,表外読み
寬,訓,ひろ,い,表内読み
寬,訓,ゆる,やか,表内読み
寬,訓,くつろ,ぐ,表内読み
寬,音,カン,,表内読み
稕,音,シュン,,表内読み
聢,訓,しか,と,表内読み
瑋,音,イ,,表内読み
儕,訓,ともがら,,表内読み
儕,音,セイ,,表内読み
儕,音,サイ,,表内読み
猝,訓,にわか,,表内読み
猝,訓,はや,い,表内読み
猝,音,ソツ,,表内読み
茂,訓,しげ,る,表内読み
茂,訓,すぐ,れる,表外読み
茂,音,モ,,表内読み
茂,音,ボウ,,表外読み
傭,訓,やと,う,表内読み
傭,訓,やと,い,表内読み
傭,音,ヨウ,,表内読み
郛,訓,くるわ,,表内読み
郛,音,フ,,表内読み
彖,音,タン,,表内読み
梧,訓,あおぎり,,表内読み
梧,音,ゴ,,表内読み
煒,訓,あき,らか,表内読み
煒,訓,かがや,く,表内読み
煒,音,イ,,表内読み
煒,音,キ,,表内読み
期,訓,とき,,表外読み
期,訓,ちぎ,る,表外読み
期,訓,き,める,表外読み
期,音,キ,,表内読み
期,音,ゴ,,表内読み
簶,音,ロク,,表内読み
曬,訓,さら,す,表内読み
曬,音,サイ,,表内読み
垰,訓,たお,,表内読み
拾,訓,ひろ,う,表内読み
拾,訓,とお,,表外読み
拾,音,シュウ,,表内読み
拾,音,ジュウ,,表内読み
秤,訓,はかり,,表内読み
秤,音,ショウ,,表内読み
秤,音,ビン,,表内読み
疋,訓,あし,,表内読み
疋,訓,ひき,,表内読み
疋,音,ショ,,表内読み
疋,音,ソ,,表内読み
疋,音,ヒツ,,表内読み
騚,音,セン,,表内読み
劭,訓,つと,める,表内読み
劭,音,ショウ,,表内読み
緱,音,コウ,,表内読み
逮,訓,およ,ぶ,表外読み
逮,訓,とら,える,表外読み
逮,音,タイ,,表内読み
蓺,訓,う,える,表内読み
蓺,訓,わざ,,表内読み
蓺,音,ゲイ,,表内読み
蓺,音,ゲ,,表内読み
仄,訓,かたむ,く,表内読み
仄,訓,そばだ,つ,表内読み
仄,訓,いや,しい,表内読み
仄,訓,かたわ,ら,表内読み
仄,訓,ほの,か,表内読み
仄,訓,ほの,めかす,表内読み
仄,音,ソク,,表内読み
仄,音,ショク,,表内読み
濶,訓,ひろ,い,表内読み
濶,訓,うと,い,表内読み
濶,音,カツ,,表内読み
庹,音,タ,,表内読み
橅,訓,ぶな,,表内読み
橅,音,ボ,,表内読み
橅,音,モ,,表内読み
劤,音,キン,,表内読み
燮,訓,やわ,らげる,表内読み
燮,音,ショウ,,表内読み
淅,訓,よな,げる,表内読み
淅,訓,かしよね,,表内読み
淅,音,セキ,,表内読み
感,音,カン,,表内読み
畆,訓,うね,,表内読み
畆,訓,せ,,表内読み
畆,音,ホ,,表内読み
畆,音,ボウ,,表内読み
耷,音,トウ,,表内読み
櫱,訓,ひこばえ,,表内読み
櫱,音,ゲツ,,表内読み
勃,訓,にわ,かに,表外読み
勃,訓,お,こる,表外読み
勃,音,ボツ,,表内読み
鴦,訓,おしどり,,表内読み
鴦,音,オウ,,表内読み
粼,音,リン,,表内読み
孛,訓,ほうきぼし,,表内読み
孛,音,ハイ,,表内読み
孛,音,ボツ,,表内読み
鏃,訓,やじり,,表内読み
鏃,訓,するど,い,表内読み
鏃,音,ソク,,表内読み
鏃,音,ゾク,,表内読み
爰,訓,ここ,に,表内読み
爰,訓,か,える,表内読み
爰,音,エン,,表内読み
朝,訓,あさ,,表内読み
朝,訓,あした,,表外読み
朝,音,チョウ,,表内読み
祥,訓,さいわ,い,表外読み
祥,訓,さち,,表外読み
祥,訓,きざ,し,表外読み
祥,音,ショウ,,表内読み
電,訓,いなずま,,表外読み
電,音,デン,,表内読み
電,音,テン,,表外読み
驟,訓,は,せる,表内読み
驟,訓,はし,る,表内読み
驟,訓,はや,い,表内読み
驟,訓,にわか,,表内読み
驟,訓,しばしば,,表内読み
驟,音,シュウ,,表内読み
鮲,訓,まて,,表内読み
鮲,訓,こち,,表内読み
憺,音,タン,,表内読み
舴,音,サク,,表内読み
舴,音,タク,,表内読み
厮,訓,めしつかい,,表内読み
厮,訓,こもの,,表内読み
厮,音,シ,,表内読み
腓,訓,こむら,,表内読み
腓,訓,ふくらはぎ,,表内読み
腓,音,ヒ,,表内読み
鏁,訓,くさり,,表内読み
鏁,訓,とざ,す,表内読み
鏁,訓,さ,す,表内読み
鏁,音,サ,,表内読み
滑,訓,すべ,る,表内読み
滑,訓,なめ,らか,表内読み
滑,訓,みだ,す,表外読み
滑,訓,ぬめ,る,表外読み
滑,訓,ぬめ,り,表外読み
滑,音,カツ,,表内読み
滑,音,コツ,,表内読み
泂,音,ケイ,,表内読み
胕,音,フ,,表内読み
胕,音,ブ,,表内読み
熹,訓,あぶ,る,表内読み
熹,訓,さか,ん,表内読み
熹,訓,よろこ,ぶ,表内読み
熹,音,キ,,表内読み
避,訓,さ,ける,表内読み
避,訓,よ,ける,表外読み
避,音,ヒ,,表内読み
薑,訓,はじかみ,,表内読み
薑,音,キョウ,,表内読み
諧,訓,やわ,らぐ,表外読み
諧,訓,かな,う,表外読み
諧,訓,ととの,う,表外読み
諧,訓,たわむ,れ,表外読み
諧,音,カイ,,表内読み
便,訓,たよ,り,表内読み
便,訓,いばり,,表外読み
便,訓,すなわ,ち,表外読み
便,訓,へつら,う,表外読み
便,訓,よすが,,表外読み
便,音,ベン,,表内読み
便,音,ビン,,表内読み
蠎,訓,うわばみ,,表内読み
蠎,訓,おろち,,表内読み
蠎,音,ボウ,,表内読み
蠎,音,モウ,,表内読み
餖,音,トウ,,表内読み
羚,訓,かもしか,,表内読み
羚,音,レイ,,表内読み
羚,音,リョウ,,表内読み
灬,訓,－,,表内読み
灬,音,－,,表内読み
霸,訓,はたがしら,,表内読み
霸,音,ハ,,表内読み
霸,音,ハク,,表内読み
鱛,訓,えそ,,表内読み
賁,訓,かざ,る,表内読み
賁,訓,かざ,り,表内読み
賁,訓,あや,,表内読み
賁,訓,つわもの,,表内読み
賁,音,ヒ,,表内読み
賁,音,フン,,表内読み
賁,音,ホン,,表内読み
鴋,音,ホウ,,表内読み
棥,音,ハン,,表内読み
国,訓,くに,,表内読み
国,音,コク,,表内読み
卣,音,ユウ,,表内読み
度,訓,たび,,表内読み
度,訓,のり,,表外読み
度,訓,はか,る,表外読み
度,訓,めもり,,表外読み
度,訓,わた,る,表外読み
度,音,タク,,表内読み
度,音,ド,,表内読み
度,音,ト,,表内読み
旅,訓,たび,,表内読み
旅,訓,いくさ,,表外読み
旅,音,リョ,,表内読み
旅,音,ロ,,表外読み
扼,訓,おさ,える,表内読み
扼,音,ヤク,,表内読み
扼,音,アク,,表内読み
睹,訓,み,る,表内読み
睹,音,ト,,表内読み
貿,訓,あきな,う,表外読み
貿,音,ボウ,,表内読み
晅,音,ケン,,表内読み
趦,音,シ,,表内読み
道,訓,みち,,表内読み
道,訓,い,う,表外読み
道,音,ドウ,,表内読み
道,音,トウ,,表内読み
名,訓,な,,表内読み
名,音,メイ,,表内読み
名,音,ミョウ,,表内読み
羐,音,ユウ,,表内読み
晒,訓,さら,す,表内読み
晒,音,サイ,,表内読み
崧,音,スウ,,表内読み
崧,音,シュウ,,表内読み
殕,音,フウ,,表内読み
殕,音,フ,,表内読み
殕,音,ホク,,表内読み
殕,音,ボク,,表内読み
応,訓,こた,える,表内読み
応,訓,まさ,に,表外読み
応,音,オウ,,表内読み
竺,訓,あつ,い,表内読み
竺,音,トク,,表内読み
竺,音,ジク,,表内読み
竺,音,チク,,表内読み
鍰,訓,からみ,,表内読み
鍰,音,カン,,表内読み
𤇆,訓,けむり,,表内読み
𤇆,訓,けむ,る,表内読み
𤇆,訓,けむ,い,表内読み
𤇆,音,エン,,表内読み
咼,音,カイ,,表内読み
咼,音,カ,,表内読み
翛,音,ショウ,,表内読み
翛,音,ユウ,,表内読み
翛,音,シュク,,表内読み
粐,訓,ぬか,,表内読み
骸,訓,むくろ,,表外読み
骸,訓,ほね,,表外読み
骸,音,ガイ,,表内読み
骸,音,カイ,,表外読み
畀,訓,あた,える,表内読み
畀,訓,たま,う,表内読み
畀,音,ヒ,,表内読み
癶,音,ハツ,,表内読み
竟,訓,お,わる,表内読み
竟,訓,お,える,表内読み
竟,訓,つ,きる,表内読み
竟,訓,きわ,める,表内読み
竟,訓,つい,に,表内読み
竟,訓,わた,る,表内読み
竟,訓,さかい,,表内読み
竟,音,ケイ,,表内読み
竟,音,キョウ,,表内読み
薤,訓,らっきょう,,表内読み
薤,訓,おおにら,,表内読み
薤,訓,にら,,表内読み
薤,音,カイ,,表内読み
灔,音,エン,,表内読み
羊,訓,ひつじ,,表内読み
羊,音,ヨウ,,表内読み
擢,訓,ぬ,く,表内読み
擢,訓,ぬき,んでる,表内読み
擢,音,テキ,,表内読み
擢,音,タク,,表内読み
舞,訓,ま,う,表内読み
舞,訓,まい,,表内読み
舞,訓,もてあそ,ぶ,表外読み
舞,音,ブ,,表内読み
舞,音,ム,,表外読み
邑,訓,くに,,表内読み
邑,訓,みやこ,,表内読み
邑,訓,むら,,表内読み
邑,訓,うれ,える,表内読み
邑,音,ユウ,,表内読み
邑,音,オウ,,表内読み
瞠,訓,みは,る,表内読み
瞠,訓,みつ,める,表内読み
瞠,音,ドウ,,表内読み
瞠,音,トウ,,表内読み
盅,訓,むな,しい,表内読み
盅,音,チュウ,,表内読み
薈,訓,しげ,る,表内読み
薈,音,ワイ,,表内読み
淏,音,コウ,,表内読み
硅,訓,やぶ,る,表内読み
硅,音,ケイ,,表内読み
註,訓,ときあか,す,表内読み
註,音,チュウ,,表内読み
呑,訓,の,む,表内読み
呑,音,ドン,,表内読み
呑,音,トン,,表内読み
楔,訓,くさび,,表内読み
楔,訓,ほうだて,,表内読み
楔,音,ケツ,,表内読み
楔,音,セツ,,表内読み
齧,訓,か,む,表内読み
齧,訓,かじ,る,表内読み
齧,訓,か,ける,表内読み
齧,音,ゲツ,,表内読み
齧,音,ケツ,,表内読み
葱,訓,ねぎ,,表内読み
葱,訓,あおい,,表内読み
葱,訓,き,,表内読み
葱,音,ソウ,,表内読み
樫,訓,かし,,表内読み
要,訓,い,る,表内読み
要,訓,かなめ,,表内読み
要,訓,もと,める,表外読み
要,音,ヨウ,,表内読み
薢,音,カイ,,表内読み
橺,音,カン,,表内読み
瘟,訓,えやみ,,表内読み
瘟,音,オン,,表内読み
衰,訓,おとろ,える,表内読み
衰,音,スイ,,表内読み
衰,音,サイ,,表外読み
石,訓,いし,,表内読み
石,音,セキ,,表内読み
石,音,シャク,,表内読み
石,音,コク,,表内読み
石,音,ジャク,,表外読み
徏,訓,のぼ,る,表内読み
徏,訓,のぼ,らせる,表内読み
徏,訓,すす,む,表内読み
徏,音,チョク,,表内読み
噐,訓,うつわ,,表内読み
噐,音,キ,,表内読み
鯇,訓,あめのうお,,表内読み
鯇,音,カン,,表内読み
淒,訓,さむ,い,表内読み
淒,訓,すご,い,表内読み
淒,訓,すさま,じい,表内読み
淒,音,セイ,,表内読み
芹,訓,せり,,表内読み
芹,音,キン,,表内読み
賾,音,サク,,表内読み
賾,音,ジャク,,表内読み
䧧,音,ギ,,表内読み
積,訓,つ,む,表内読み
積,訓,つ,もる,表内読み
積,訓,たくわ,える,表外読み
積,音,セキ,,表内読み
積,音,シ,,表外読み
積,音,シャク,,表外読み
蒻,訓,がまのめ,,表内読み
蒻,訓,むしろ,,表内読み
蒻,音,ジャク,,表内読み
蒻,音,ニャク,,表内読み
𣝣,訓,さかずき,,表内読み
𣝣,音,シャク,,表内読み
澯,音,サン,,表内読み
荒,訓,あ,れる,表内読み
荒,訓,あ,らす,表内読み
荒,訓,あら,い,表内読み
荒,訓,すさ,む,表外読み
荒,訓,すさ,ぶ,表外読み
荒,音,コウ,,表内読み
痧,音,サ,,表内読み
鰔,訓,かれい,,表内読み
鰔,音,カン,,表内読み
耡,訓,す,く,表内読み
耡,訓,たがや,す,表内読み
耡,訓,すき,,表内読み
耡,音,ジョ,,表内読み
耡,音,ショ,,表内読み
詎,訓,なん,ぞ,表内読み
詎,音,キョ,,表内読み
詎,音,ゴ,,表内読み
傘,訓,かさ,,表内読み
傘,音,サン,,表内読み
宁,訓,たたず,む,表内読み
宁,音,チョ,,表内読み
穭,音,リョ,,表内読み
穭,音,ロ,,表内読み
蜱,訓,だに,,表内読み
蜱,音,ヒ,,表内読み
騫,訓,か,ける,表内読み
騫,訓,あやま,る,表内読み
騫,訓,かか,げる,表内読み
