漢字,名乗り訓
嗣,つぐ
嗣,ひで
四,ひろ
四,もち
四,よ
四,よつ
士,あき
士,あきら
士,お
士,おさむ
士,こと
士,さち
士,ただ
士,つかさ
士,と
士,のり
士,ひと
士,まもる
始,とも
始,はじめ
始,はる
始,もと
姉,あね
姉,え
姿,かた
姿,しな
姿,たか
子,こ
子,さね
子,しげ
子,しげる
子,たか
子,ただ
子,たね
子,ちか
子,つぐ
子,とし
子,ね
子,み
子,みる
子,やす
市,いち
市,ち
市,なが
市,まち
師,かず
師,つかさ
師,のり
師,みつ
師,もと
師,もろ
志,さね
志,しるす
志,むね
志,もと
志,ゆき
思,おもい
思,こと
指,むね
支,なか
支,もろ
支,ゆた
孜,あつ
孜,ただす
孜,つとむ
斯,これ
斯,つな
斯,のり
施,とし
施,のぶ
施,はる
施,ます
施,もち
旨,むね
旨,よし
枝,え
枝,えだ
枝,き
枝,しげ
枝,しな
止,おる
止,ただ
止,と
止,とどむ
止,とまる
止,とめ
止,とも
止,もと
氏,うじ
祉,とみ
祉,よし
私,とみ
糸,たえ
糸,ため
糸,より
紙,かみ
紫,むら
紫,むらさき
至,いたる
至,ちか
至,のり
至,みち
至,むね
至,ゆき
至,よし
視,のり
視,み
詞,こと
詞,なり
詞,のり
詞,ふみ
詩,うた
試,もち
資,すけ
資,たすく
資,ただ
資,とし
資,もと
資,やす
資,よし
資,より
賜,たま
賜,ます
歯,かた
歯,とし
歯,は
事,こと
事,つとむ
事,わざ
似,あえ
似,あゆ
似,あり
似,あれ
似,い
似,かた
似,ちか
似,つね
似,に
似,のり
侍,ひと
児,ちご
児,のり
児,はじめ
児,る
字,さね
字,な
慈,しげ
慈,しげる
慈,ちか
慈,なり
慈,やす
慈,よし
持,もち
持,よし
時,これ
時,ちか
時,とき
時,はる
時,もち
時,ゆき
時,よし
時,より
次,ちか
次,つぎ
次,つぐ
次,ひで
次,やどる
滋,あさ
滋,しく
滋,しげ
滋,しげし
滋,しげる
滋,ふさ
滋,ます
治,おさむ
治,さだ
治,ず
治,ただす
治,つぐ
治,とお
治,のぶ
治,はる
治,よし
爾,あきら
爾,しか
爾,ちか
爾,ちかし
爾,み
爾,みつる
璽,しるし
示,しめ
示,しめす
示,とき
示,み
而,しか
而,なお
而,ゆき
耳,み
耳,みみ
自,おの
自,これ
自,さだ
自,より
蒔,まき
辞,こと
汐,きよ
汐,しお
鹿,か
鹿,しか
鹿,しし
式,つね
式,のり
式,もち
識,さと
識,つね
識,のり
七,かず
七,な
七,なな
執,とり
執,とる
執,もり
室,いえ
室,むろ
室,や
質,かた
質,さだ
質,すなお
質,ただ
質,ただし
質,み
質,もと
実,これ
実,さね
実,ちか
実,つね
実,なお
実,のり
実,ま
実,まこと
実,み
実,みつ
篠,しの
偲,しのぶ
柴,しげ
柴,しば
芝,しく
芝,しげ
芝,しば
芝,ふさ
舎,いえ
舎,や
舎,やどる
射,い
射,いり
捨,いえ
捨,えだ
捨,すて
煮,に
社,あり
社,こそ
社,たか
紗,すず
紗,たえ
者,ひさ
者,ひと
車,くら
車,くるま
車,のり
尺,かね
尺,さか
尺,さく
爵,くら
爵,たか
釈,とき
錫,ます
錫,やす
若,なお
若,まさ
若,よし
若,より
若,わか
若,わく
寂,しず
寂,ちか
寂,やす
主,かず
主,つかさ
主,ぬし
主,もり
取,とり
取,とる
守,え
守,さね
守,ま
守,まもる
守,もり
守,もれ
手,た
手,て
手,で
朱,あけ
朱,あけみ
朱,あや
殊,こと
殊,よし
狩,かり
狩,もり
珠,たま
珠,み
種,おさ
種,かず
種,くさ
種,しげ
種,たね
種,ふさ
趣,とし
酒,さか
酒,さけ
酒,み
首,おびと
首,かみ
首,さき
首,はじめ
儒,はか
儒,ひと
儒,みち
儒,やす
儒,よし
受,うく
受,うけ
受,おさ
受,しげ
受,つぐ
授,さずく
樹,いつき
樹,き
樹,しげ
樹,たつ
樹,たつき
樹,な
樹,みき
樹,むら
需,まち
需,みつ
需,もと
需,もとむ
需,もとめ
収,おさむ
収,かず
収,さね
収,すすむ
収,なお
収,なか
収,のぶ
収,もと
収,もり
収,もろ
周,あまね
周,いたる
周,かた
周,かぬ
周,かね
周,ただ
周,ちか
周,ちかし
周,なり
周,のり
周,ひろし
周,まこと
宗,かず
宗,たかし
宗,とき
宗,とし
宗,のり
宗,ひろ
宗,むね
宗,もと
就,なり
就,ゆき
州,くに
修,あつむ
修,おさ
修,おさむ
修,さね
修,なお
修,なが
修,ながき
修,ながし
修,のぶ
修,のり
修,ひさ
修,まさ
修,みち
修,もと
修,もろ
修,やす
修,よし
修,よしみ
拾,とお
拾,ひろ
洲,くに
秀,さかえ
秀,しげる
秀,すえ
秀,ひいず
秀,ひで
秀,ひでし
秀,ほ
秀,ほず
秀,ほら
秀,みつ
秀,みのる
秀,よし
秋,あき
秋,あきら
秋,おさむ
秋,とき
秋,とし
秋,みのる
終,つき
終,のち
習,しげ
舟,のり
舟,ふね
衆,とも
衆,ひろ
衆,もり
衆,もろ
襲,そ
襲,つぎ
襲,より
蹴,け
輯,あつむ
輯,むつ
酬,あつ
集,あい
集,い
集,ため
集,ち
集,ちか
集,つどい
醜,むね
住,おき
住,すみ
住,もち
住,よし
充,あつ
充,たかし
充,まこと
充,み
充,みち
充,みつ
充,みつる
十,かず
十,しげ
十,じつ
十,そ
十,ただ
十,と
十,とみ
十,ひさし
十,みつ
十,みつる
従,しげ
従,つぐ
従,より
柔,とう
柔,なり
柔,やす
柔,やわ
柔,やわら
柔,よし
汁,つら
渋,しぶ
縦,なお
重,あつ
重,あつし
重,いかし
重,え
重,おもし
重,かさぬ
重,かず
重,かたし
重,しげ
重,しげし
重,しげる
重,のぶ
重,ふさ
銃,かね
叔,はじめ
叔,よし
宿,いえ
宿,おる
宿,すみ
宿,やど
淑,きよ
淑,きよし
淑,すえ
淑,すみ
淑,とし
淑,ひで
淑,ふかし
淑,よ
淑,よし
祝,い
祝,いわい
祝,とき
祝,のり
祝,はじめ
祝,ほう
祝,よし
縮,なお
粛,かく
粛,かた
粛,かね
粛,きよし
粛,すすむ
粛,すみ
粛,ただ
粛,たり
粛,とし
粛,はや
粛,まさ
塾,いえ
熟,なり
出,いず
出,いずる
出,で
術,てだて
術,みち
術,やす
術,やすし
述,あきら
述,とも
述,のぶ
述,のぶる
述,のり
俊,すぐる
俊,たかし
俊,とし
俊,まさり
俊,まさる
俊,よし
峻,たか
峻,たかし
峻,ちか
峻,とし
峻,みち
峻,みね
春,あずま
春,あつ
春,かす
春,かず
春,す
春,とき
春,は
春,はじめ
春,はる
舜,きよ
舜,とし
舜,ひとし
舜,みつ
舜,よし
駿,たかし
駿,とし
駿,はやお
駿,はやし
准,のり
循,みつ
循,ゆき
循,よし
旬,ただ
旬,とき
旬,ひとし
旬,ひら
旬,まさ
楯,たち
楯,たて
淳,あき
淳,あつ
淳,あつし
淳,きよ
淳,きよし
淳,すな
淳,すなお
淳,ただし
淳,とし
淳,まこと
淳,よし
準,とし
準,のり
準,ひとし
潤,うる
潤,うるう
潤,うるお
潤,さかえ
潤,ひろ
潤,ひろし
潤,まさる
潤,ます
潤,みつ
盾,たて
純,あつ
純,あつし
純,あや
純,いたる
純,いと
純,きよし
純,すなお
純,すみ
純,つな
純,とう
純,まこと
純,よし
遵,ちか
遵,のぶ
遵,ゆき
遵,より
醇,あつ
醇,あつし
順,あや
順,あり
順,おさ
順,おさむ
順,かず
順,しげ
順,したがう
順,す
順,すなお
順,とし
順,なお
順,のぶ
順,のり
順,はじめ
順,まさ
順,みち
順,みつ
順,むね
順,もと
順,やす
順,ゆき
順,よし
順,より
処,おき
処,おる
処,さだむ
処,すみ
処,ところ
処,ふさ
処,やす
初,はじめ
初,はつ
初,もと
所,ど
所,ところ
所,のぶ
暑,あつ
暑,なつ
曙,あきら
曙,あけ
渚,なぎさ
庶,ちか
庶,もり
庶,もろ
緒,お
緒,つぐ
書,のぶ
書,のり
書,ひさ
書,ふみ
書,ふん
諸,つら
諸,もり
諸,もろ
助,すけ
助,たすく
助,ひろ
助,ます
叙,のぶ
叙,みつ
女,こ
女,たか
女,め
女,よし
序,つき
序,つぐ
序,つね
序,のぶ
序,ひさし
徐,やす
徐,ゆき
恕,くに
恕,しのぶ
恕,ただし
恕,のり
恕,はかる
恕,ひろ
恕,ひろし
恕,ひろむ
恕,みち
恕,もろ
恕,ゆき
恕,よし
除,きよ
除,さる
除,のき
勝,かち
勝,かつ
勝,すぐる
勝,すぐれ
勝,すぐろ
勝,とう
勝,のり
勝,まさ
勝,まさる
勝,ます
勝,よし
匠,たくみ
匠,なる
升,たか
升,のぼる
升,のり
升,ます
升,みのる
升,ゆき
召,めし
召,めす
召,よし
召,よぶ
商,あき
商,あつ
商,ひさ
唱,うた
唱,となう
奨,すけ
奨,すすむ
奨,つとむ
宵,よい
将,すけ
将,すすむ
将,たすく
将,ただし
将,たもつ
将,のぶ
将,はた
将,ひとし
将,まさ
将,もち
将,ゆき
小,お
小,こ
小,さ
小,ささ
小,ちいさ
少,お
少,すく
少,すくな
少,まさ
少,まれ
尚,さね
尚,たか
尚,たかし
尚,なお
尚,なか
尚,なり
尚,ひさ
尚,ひさし
尚,まさ
尚,まし
尚,ます
尚,よし
尚,より
庄,たいら
庄,まさ
床,とこ
床,ゆか
彰,あき
彰,あきら
彰,あや
彰,ただ
彰,てる
承,うけ
承,こと
承,すけ
承,つぎ
承,つぐ
承,よし
抄,あつ
招,あき
招,あきら
掌,なか
捷,かち
捷,かつ
捷,さとし
捷,すぐる
捷,とし
捷,はや
捷,まさる
昇,かみ
昇,すすむ
昇,のぼり
昇,のぼる
昇,のり
昌,あき
昌,あきら
昌,あつ
昌,さかえ
昌,さかん
昌,すけ
昌,まさ
昌,まさし
昌,まさる
昌,ます
昌,よ
昌,よし
昭,あき
昭,あきら
昭,いか
昭,てる
昭,はる
晶,あき
晶,あきら
晶,てる
晶,まさ
松,ます
松,まつ
梢,こずえ
梢,すえ
梢,たか
樟,くす
渉,さだ
渉,たか
渉,ただ
渉,わたり
渉,わたる
焼,やき
照,あき
照,あきら
照,あり
照,てらし
照,てらす
照,てり
照,てる
照,とし
照,のぶ
照,みつ
省,あきら
省,かみ
省,はぶく
省,み
省,みる
省,よし
祥,あきら
祥,さか
祥,さき
祥,さち
祥,さむ
祥,ただ
祥,なが
祥,やす
祥,よし
称,あぐ
称,かみ
称,な
称,のり
称,みつ
称,よし
章,あき
章,あきら
章,あや
章,き
章,たか
章,とし
章,のり
章,ふさ
章,ふみ
章,ゆき
笑,え
笑,えみ
紹,あき
紹,つぎ
紹,つぐ
肖,あえ
肖,あゆ
肖,あれ
肖,すえ
肖,たか
肖,のり
肖,ゆき
菖,あやめ
衝,つぎ
衝,つく
衝,みち
衝,もり
衝,ゆく
証,あかし
証,あきら
証,み
詔,のり
詳,つま
詳,みつ
象,かた
象,きさ
象,たか
象,のり
賞,たか
賞,たかし
賞,ほむ
賞,よし
鐘,かね
鞘,さや
上,うら
上,え
上,かみ
上,すすむ
上,たか
上,たかし
上,のぼる
上,ひさ
上,ほず
上,まさ
丈,たけ
丈,とも
丈,ひろ
丈,ます
丞,すけ
丞,すすむ
丞,たすく
丞,つぐ
乗,あき
乗,しげ
乗,のり
剰,のり
剰,ます
城,き
城,くに
城,さね
城,しげ
城,しろ
城,なり
城,むら
常,つね
常,つら
常,とき
常,ときわ
常,とこ
常,のぶ
常,ひさ
常,ひさし
情,さね
情,もと
条,え
条,えだ
条,なが
杖,き
杖,もち
浄,きよ
浄,きよし
浄,しず
状,かた
状,のり
畳,あき
穣,おさむ
穣,しげ
穣,みのる
穣,ゆたか
蒸,つぐ
蒸,つまき
譲,うや
譲,せむ
譲,のり
譲,まさ
譲,ゆずり
譲,ゆずる
譲,よし
飾,あきら
飾,よし
植,たね
植,なお
殖,え
殖,しげる
殖,たね
殖,なか
殖,のぶ
殖,ます
殖,もち
織,おり
織,おる
織,り
職,つね
職,もと
職,よし
職,より
色,いろ
色,しこ
食,あき
食,あきら
食,うけ
食,くら
食,け
食,みけ
伸,ただ
伸,のびる
伸,のぶ
伸,のぶる
伸,のぼる
信,あき
信,あきら
信,こと
信,さだ
信,さね
信,しげ
信,しの
信,ただ
信,ちか
信,とき
信,とし
信,のぶ
信,のぶる
信,まこと
信,まさ
信,みち
審,あき
審,あきら
心,きよ
心,ご
心,さね
心,なか
心,み
心,むね
心,もと
慎,ちか
慎,のり
慎,まこと
慎,みつ
慎,よし
振,とし
振,のぶ
振,ふり
振,ふる
新,あきら
新,あら
新,あらた
新,すすむ
新,ちか
新,にい
新,はじめ
新,よし
新,わか
晋,あき
晋,くに
晋,すすむ
晋,ゆき
森,しげ
森,しげる
森,しん
森,もり
榛,はり
榛,はる
深,とお
深,ふか
深,ふかし
深,み
申,さる
申,しげる
申,のぶ
申,み
申,もち
真,さだ
真,さな
真,さね
真,ただ
真,ただし
真,ちか
真,なお
真,ま
真,まき
真,まこと
真,まさ
真,ます
真,また
真,まな
真,み
神,か
神,かむ
神,きよ
神,しの
神,たる
神,みわ
秦,はた
紳,おび
臣,お
臣,おか
臣,おみ
臣,おん
臣,しげ
臣,たか
臣,とみ
臣,み
臣,みつ
臣,みる
親,いたる
親,ちか
親,ちかし
親,なる
親,み
親,みる
親,もと
親,よしみ
親,より
診,み
診,みる
身,これ
身,ただ
身,ちか
身,のぶ
身,み
身,みる
身,む
身,もと
身,よし
辛,かのと
進,す
進,すす
進,すすみ
進,すすむ
進,のぶ
進,みち
進,ゆき
針,はり
震,おと
震,なり
震,なる
震,のぶ
人,きよ
人,さね
人,たみ
人,と
人,ひと
人,ひとし
人,ふと
人,むと
人,め
仁,きみ
仁,きん
仁,さね
仁,しのぶ
仁,ただし
仁,と
仁,とよ
仁,のり
仁,ひさし
仁,ひと
仁,ひとし
仁,ひろし
仁,まさ
仁,まさし
仁,み
仁,めぐみ
仁,めぐむ
仁,やすし
仁,よし
壬,あきら
壬,みず
壬,よし
尋,ちか
尋,つね
尋,のり
尋,ひつ
尋,ひろ
尋,ひろし
尋,みつ
甚,しげ
甚,たね
甚,とう
甚,ふか
甚,やす
迅,とき
迅,とし
迅,はや
陣,つら
須,まつ
須,もち
須,もとむ
酢,す
図,のり
図,はかる
図,みつ
吹,かぜ
吹,ふ
吹,ふき
吹,ふけ
垂,しげる
垂,たり
垂,たる
垂,たれ
帥,そち
帥,そつ
推,ひらく
水,たいら
水,な
水,なか
水,み
水,みず
水,みな
水,ゆ
水,ゆく
炊,い
炊,かし
炊,かしぎ
炊,とぎ
炊,とぐ
粋,きよ
粋,ただ
翠,あきら
翠,みどり
遂,かつ
遂,つく
遂,とげる
遂,なり
遂,なる
遂,みち
遂,もろ
遂,やす
遂,ゆき
遂,より
随,あや
随,みち
随,ゆき
随,より
瑞,たま
瑞,みず
髄,すね
髄,なか
崇,かた
崇,し
崇,たか
崇,たかし
嵩,たか
嵩,たかし
嵩,たけ
数,かず
数,のり
数,ひら
数,や
枢,たる
雛,ひな
杉,すぎ
雀,さぎ
雀,す
澄,きよ
澄,きよし
澄,きよみ
澄,きよむ
澄,すみ
澄,すむ
澄,すめる
澄,とおる
寸,き
寸,ちか
寸,のり
世,つぎ
世,つぐ
世,とき
世,とし
世,よ
瀬,せ
畝,うね
畝,せ
是,これ
是,すなお
是,ただし
是,つな
是,ゆき
是,よし
制,いさむ
制,おさむ
制,さだ
制,すけ
制,ただ
制,のり
勢,なり
姓,うじ
征,さち
征,そ
征,ただし
征,ただす
征,まさ
征,もと
征,ゆき
征,ゆく
性,なり
性,もと
成,あき
成,あきら
成,おさむ
成,さだ
成,さだむ
成,しげ
成,しげる
成,なり
成,なる
成,のり
成,はかる
成,ひで
成,ひら
成,ふさ
成,まさ
成,みち
成,みのる
成,よし
政,おさ
政,かず
政,きよ
政,こと
政,すなお
政,ただ
政,ただし
政,ただす
政,なり
政,のぶ
政,のり
政,まさ
政,まさし
政,まん
政,ゆき
整,おさむ
整,ととのう
整,なり
整,のぶ
整,ひとし
整,まさ
整,よし
星,とし
星,ほし
晴,きよし
晴,てる
晴,なり
晴,はる
晴,はれ
栖,す
栖,すみ
正,あきら
正,おさ
正,かみ
正,きみ
正,さだ
正,たか
正,ただ
正,ただし
正,ただす
正,つら
正,なお
正,のぶ
正,まさ
正,まさし
正,よし
清,きよ
清,きよし
清,さや
清,すが
清,すみ
清,すむ
生,あり
生,い
生,いき
生,いく
生,いける
生,う
生,うまる
生,お
生,おき
生,き
生,すすむ
生,たか
生,なり
生,のう
生,ふ
生,ぶ
生,ふゆ
生,み
生,よ
盛,さかり
盛,しげ
盛,しげる
盛,たけ
盛,もり
精,あき
精,あきら
精,きよ
精,きよし
精,くわし
精,しげ
精,しら
精,すぐる
精,すみ
精,ただ
精,ただし
精,つとむ
精,ひとし
精,まこと
精,まさし
精,もり
精,よし
聖,あきら
聖,きよ
聖,きよし
聖,さと
聖,さとし
聖,さとる
聖,たから
聖,とし
聖,ひじり
聖,まさ
声,おと
声,かた
声,ちか
声,な
声,のぶ
声,もり
製,のり
西,あき
西,し
西,にし
誠,あき
誠,あきら
誠,さと
誠,さね
誠,しげ
誠,すみ
誠,たか
誠,たかし
誠,とも
誠,なり
誠,のぶ
誠,まこと
誠,まさ
誠,み
誠,もと
誠,よし
誓,ちか
誓,ちかう
青,あお
青,きよ
青,はる
静,きよ
静,しず
静,しずか
静,ちか
静,つぐ
静,ひで
静,やす
静,やすし
静,よし
斉,きよ
斉,ただ
斉,ただし
斉,とき
斉,とし
斉,なお
斉,なり
斉,ひとし
斉,まさ
斉,むね
斉,よし
税,おさむ
税,ちから
税,みつぎ
隻,うく
席,すけ
席,のぶ
席,やす
席,より
戚,ちか
斥,かた
昔,つね
昔,とき
昔,ひさ
昔,ふる
石,あつ
石,いし
石,いそ
石,いわ
石,かた
石,し
積,あつ
積,かず
積,かつ
積,さ
積,さね
積,つね
積,つみ
積,つむ
積,つもる
積,もち
積,もり
籍,ふみ
籍,もり
籍,より
績,いさ
績,いさお
績,さね
績,つみ
績,なり
績,のり
績,もり
赤,あか
赤,か
赤,はに
赤,わに
跡,あと
跡,みち
蹟,ただ
接,つぎ
接,つぐ
接,つら
接,もち
摂,おさむ
摂,かぬ
摂,かね
折,おり
設,おき
設,のぶ
節,お
節,さだ
節,たか
節,たかし
節,たけ
節,とき
節,とも
節,のり
節,ふ
節,ふし
節,ほど
節,まこと
節,みさ
節,みさお
節,みね
節,もと
節,よ
節,よし
説,あき
説,かぬ
説,かね
説,こと
説,つぐ
説,とき
説,とく
説,のぶ
説,ひさ
雪,きよ
雪,きよみ
雪,きよむ
雪,そそぐ
雪,ゆき
絶,たえ
舌,した
仙,たかし
仙,のり
仙,ひさ
仙,ひと
先,さき
先,すすむ
先,ひろ
先,ゆき
千,かず
千,ち
千,ゆき
占,うら
占,しめ
宣,しめす
宣,すみ
宣,つら
宣,のぶ
宣,のぶる
宣,のり
宣,ひさ
宣,ふさ
宣,むら
宣,よし
専,あつし
専,あつむ
専,たか
専,もろ
川,かわ
扇,み
撰,えらむ
撰,のぶ
泉,い
泉,いずみ
泉,きよし
泉,ずみ
泉,み
泉,みぞ
泉,もと
浅,あさ
洗,きよ
洗,よし
染,そめ
潜,すみ
潜,ひそむ
羨,のぶ
羨,よし
薦,しげ
薦,のぶ
詮,あき
詮,あきら
詮,さと
詮,さとし
詮,さとる
詮,とし
詮,とも
詮,のり
詮,はる
選,かず
選,のぶ
選,よし
選,より
銑,さね
鮮,あきら
鮮,き
鮮,まれ
鮮,よし
前,くま
前,さき
前,すすむ
前,ちか
善,さ
善,ただし
善,たる
善,よし
漸,すすむ
漸,つぐ
然,しか
然,なり
然,のり
全,あきら
全,うつ
全,たけ
全,たもつ
全,とも
全,はる
全,まさ
全,また
全,みつ
全,やす
禅,よし
繕,よし
膳,よし
曽,かつ
曽,つね
曽,なり
曽,ます
楚,うばら
楚,しもと
楚,たか
礎,き
祖,おや
祖,さき
祖,のり
祖,はじめ
祖,ひろ
祖,もと
租,つみ
租,みつぎ
租,もと
素,しろ
素,しろし
素,すなお
素,はじめ
素,もと
組,くみ
組,くむ
蘇,いき
蘇,はる
創,はじむ
双,ふ
倉,くら
壮,あき
壮,お
壮,さかり
壮,さかん
壮,たけ
壮,たけし
壮,まさ
壮,もり
奏,かな
爽,あきら
爽,さ
爽,さや
爽,さわ
宋,おき
宋,くに
惣,おさむ
惣,のぶ
惣,ふさ
掃,かに
掃,のぶ
操,あや
操,さお
操,とる
操,みさ
操,みさお
操,もち
早,さき
早,はや
曹,とも
曹,のぶ
巣,す
槍,ほこ
相,あい
相,あう
相,さ
相,すけ
相,たすく
相,とも
相,はる
相,まさ
相,み
相,みる
窓,まど
総,おさ
総,さ
総,すぶる
総,のぶ
総,ふさ
総,みち
綜,おさ
聡,あき
聡,あきら
聡,さ
聡,さと
聡,さとし
聡,さとる
聡,ただし
聡,と
聡,とき
聡,とし
聡,とみ
草,かや
草,くさ
草,しげ
荘,さこう
荘,たか
荘,たかし
荘,ただし
荘,まさ
蒼,しげる
藻,も
走,ゆき
霜,しも
像,かた
像,すえ
像,のり
像,み
増,なが
増,ま
増,ます
蔵,おさむ
蔵,くら
蔵,ただ
蔵,とし
蔵,まさ
蔵,よし
贈,ます
造,いたる
造,なり
造,みやつこ
促,ちか
促,ゆき
則,つね
則,とき
則,のり
則,みつ
即,あつ
即,ただ
即,ちかし
即,ひと
即,みつ
即,よし
息,いき
息,おき
息,き
息,やす
束,き
束,さと
束,つか
束,つかぬ
束,つかね
測,ひろ
足,あし
足,たらし
足,たり
足,たる
足,なり
足,みつ
足,ゆき
速,ちか
速,つぎ
速,とう
速,はや
速,はやし
速,はやみ
速,めす
俗,みち
俗,よ
属,つら
属,まさ
属,やす
族,えだ
族,つぎ
族,つぐ
続,つぎ
続,つぐ
続,つづく
続,ひで
卒,たか
其,その
其,とき
其,もと
存,あきら
存,あり
存,ありや
存,ある
存,さだ
存,すすむ
存,たもつ
存,つぎ
存,なが
存,のぶ
存,のり
存,まさ
存,やす
存,やすし
孫,さね
孫,ただ
孫,ひこ
孫,ひろ
孫,まご
尊,たか
尊,たかし
損,ちか
村,すえ
村,つね
村,むら
遜,やす
遜,ゆずる
他,おさ
他,ひと
多,おお
多,おおの
多,かず
多,とみ
多,な
多,なお
多,まさ
多,まさる
太,うず
太,しろ
太,たか
太,と
太,ひろ
太,ふと
太,ふとし
太,ます
太,み
太,もと
妥,やす
体,なり
体,み
体,もと
堆,おか
堆,たか
堆,のぶ
耐,たう
耐,つよし
帯,おび
帯,たらし
帯,よ
待,なが
待,まち
待,まつ
待,みち
怠,やす
態,かた
泰,あきら
泰,とおる
泰,ひろ
泰,ひろし
泰,やす
泰,やすし
泰,ゆたか
泰,よし
胎,はら
胎,み
胎,もと
退,たい
退,のき
鯛,たい
代,しろ
代,とし
代,のり
代,よ
代,より
台,もと
大,お
大,おい
大,おお
大,き
大,たかし
大,たけし
大,とも
大,なが
大,はじめ
大,はる
大,ひろ
大,ひろし
大,ふと
大,ふとし
大,まさ
大,まさる
大,もと
大,ゆたか
第,くに
第,つき
題,みつ
鷹,たか
滝,たき
滝,たけし
滝,よし
卓,たか
卓,たかし
卓,つな
卓,とお
卓,まこと
卓,まさる
卓,もち
宅,いえ
宅,おり
宅,やか
宅,やけ
択,えらむ
拓,ひらく
拓,ひろ
拓,ひろし
沢,さわ
沢,たく
濯,あろう
琢,あや
琢,たか
琢,みがく
託,より
諾,つぐ
只,これ
只,ただ
但,ただ
達,いたる
達,かつ
達,さと
達,さとし
達,さとる
達,しげ
達,すすむ
達,ただ
達,たて
達,と
達,とおる
達,のぶ
達,ひろ
達,みち
達,よし
辰,たつ
辰,とき
辰,のぶ
辰,のぶる
辰,よし
巽,たつみ
巽,ゆく
巽,よし
竪,なお
棚,すけ
棚,たな
谷,たに
谷,ひろ
谷,や
丹,あか
丹,あかし
丹,あきら
丹,に
丹,まこと
単,いち
単,ただ
坦,あきら
坦,かつ
坦,しずか
坦,たいら
坦,ひら
坦,ひろ
坦,ひろし
坦,ひろむ
坦,やす
坦,ゆたか
担,ゆたか
旦,あき
旦,あきら
旦,あけ
旦,あさ
旦,ただし
淡,あわ
淡,あわし
淡,あわじ
湛,きよ
湛,たたう
湛,たたえ
湛,やす
端,ただ
端,ただし
端,ただす
端,なお
端,はし
端,はじめ
端,まさ
端,もと
胆,い
誕,のぶ
鍛,かじ
鍛,きたえ
団,あつ
団,まどか
団,まる
弾,ただ
断,さだ
断,さだむ
断,たけし
断,とう
暖,あつ
暖,はる
暖,やす
檀,まゆみ
男,お
男,おと
談,かた
談,かたり
談,かぬ
談,かね
値,あう
値,あき
知,あき
知,あきら
知,おき
知,かず
知,さと
知,さとし
知,さとる
知,し
知,しり
知,しる
知,ちか
知,つぐ
知,とし
知,とも
知,のり
知,はる
地,くに
地,ただ
地,つち
智,あきら
智,さかし
智,さと
智,さとし
智,さとる
智,とし
智,とみ
智,とも
智,のり
智,まさる
智,もと
池,いけ
稚,のり
稚,わか
稚,わく
置,おき
置,き
置,やす
致,いたす
致,いたる
致,おき
致,とも
致,のり
致,むね
致,ゆき
致,よし
遅,まつ
馳,とし
馳,はやし
畜,ます
竹,たか
竹,たけ
秩,さとし
秩,ちち
秩,つね
中,あたる
中,あつ
中,かなめ
中,ただ
中,ただし
中,な
中,なか
中,なかち
中,なかば
中,のり
中,よし
仲,なか
仲,なかし
宙,おき
宙,そら
宙,ひろし
宙,みち
忠,あつ
忠,あつし
忠,きよし
忠,じょう
忠,すなお
忠,ただ
忠,ただし
忠,ただす
忠,つら
忠,なり
忠,のり
昼,あき
昼,あきら
昼,ひる
柱,はしら
虫,むし
衷,あつ
衷,ただ
衷,ただし
衷,よし
鋳,い
猪,い
猪,しし
著,あき
著,あきら
著,つぎ
著,つぐ
貯,おさむ
貯,もる
丁,あたる
丁,あつ
丁,つよし
丁,のり
丁,よぼろ
兆,とき
兆,よし
寵,うつくし
寵,よし
帖,さだ
帖,ただ
帳,はる
張,つよ
張,とも
張,はる
徴,あき
徴,あきら
徴,おと
徴,きよし
徴,すみ
徴,なり
徴,みる
徴,もと
徴,よし
暢,いたる
暢,かど
暢,とおる
暢,なが
暢,のぶ
暢,のぶる
暢,まさ
暢,みつ
暢,みつる
朝,あさ
朝,あした
朝,かた
朝,さ
朝,つと
朝,とき
朝,とも
朝,のり
朝,はじめ
潮,うしお
潮,しお
町,まち
聴,あき
聴,あきら
聴,とし
聴,より
調,しげ
調,つき
調,つぎ
調,つぐ
調,なり
調,のり
調,みつぎ
超,おき
超,き
超,こえる
超,たつ
超,とおる
超,ゆき
長,いえ
長,おさ
長,たけ
長,たけし
長,たつ
長,つかさ
長,つね
長,なが
長,ながし
長,のぶ
長,ひさ
長,ひさし
長,まさ
長,まさる
長,ます
長,みち
頂,かみ
鳥,とり
勅,ただ
勅,て
勅,とき
直,あたい
直,すぐ
直,すなお
直,ただ
直,ただし
直,ただす
直,ちか
直,なお
直,なおき
直,なおし
直,なが
直,ね
直,のぶる
直,ま
直,まさ
沈,うし
珍,いや
珍,うず
珍,くに
珍,くる
珍,たか
珍,のり
珍,はる
珍,よし
賃,かぬ
鎮,おさむ
鎮,しげ
鎮,しず
鎮,しずむ
鎮,しずめ
鎮,たね
鎮,つね
鎮,なか
鎮,まさ
鎮,まもる
鎮,やす
鎮,やすし
陳,かた
陳,つら
陳,のぶ
陳,のぶる
陳,のり
陳,ひさ
陳,むね
陳,よし
椎,しい
椎,つち
槌,つち
通,とおる
通,なお
通,ひらく
通,みち
通,みつ
通,ゆき
槻,つき
漬,ひた
蔦,つた
椿,つばき
紬,つむぎ
釣,つり
釣,つる
鶴,ず
鶴,たず
鶴,つ
鶴,つる
亭,たかし
