漢字,異体字
擧,挙
擧,舉
擧,举
舉,挙
舉,擧
舉,举
擠,挤
擡,抬
抬,擡
擣,𢭏
擣,捯
擯,摈
攬,揽
擴,拡
擴,扩
擲,掷
擺,摆
擽,攊
攜,携
攜,擕
攜,㩗
攜,𢹂
攅,攢
攅,攒
攤,摊
攤,擹
攣,挚
收,収
效,効
敕,勅
敍,叙
敍,敘
敘,叙
敘,敍
敲,㪣
數,数
數,𢿙
斂,敛
斂,㪘
變,変
變,变
斷,断
斷,𣃔
旃,旜
旃,𣃼
旆,斾
旁,㫄
旒,旈
旛,旙
旙,旛
昊,昦
昃,𣅦
昃,昗
昴,𣆻
晄,晃
晉,晋
晉,㬜
晝,昼
晟,晠
晢,晣
晰,晳
暈,晕
暎,映
暉,晖
暘,旸
曉,暁
曉,晓
曄,曅
曄,晔
曄,曗
曖,暧
曠,昿
曠,旷
昿,曠
昿,旷
曦,㬢
曵,曳
朏,𣍧
朖,朗
朖,朗
霸,覇
朮,术
朶,䒳
朶,朵
杆,桿
杤,栃
枩,松
枩,柗
枩,梥
枩,㮤
枩,枀
枦,櫨
枦,栌
枡,桝
枴,柺
柩,匛
檜,桧
栲,𣑥
档,檔
桿,杆
梟,枭
梔,栀
條,条
檮,梼
梹,檳
梹,槟
梹,㯽
椏,桠
椁,槨
棊,棋
棊,檱
棊,櫀
棊,㯦
椢,槶
棧,桟
棧,栈
棕,椶
椶,棕
棗,枣
棗,栆
楫,檝
楮,柠
楙,柕
楙,㮊
椰,㭨
楡,榆
榲,榅
榮,栄
榮,荣
槁,槀
榴,橊
槞,櫳
槞,㰍
槞,栊
槨,椁
樂,楽
樂,乐
權,権
權,权
槹,槔
槹,橰
槧,椠
樅,枞
樞,枢
樒,櫁
樒,榓
櫁,樒
櫁,榓
樣,様
樓,楼
橢,楕
橢,椭
橢,㰐
橢,㯐
橈,𣓤
橈,桡
樸,檏
檢,検
檢,检
檣,樯
檗,蘗
檗,檘
蘗,檗
蘗,檘
檻,槛
檳,梹
檳,槟
檳,㯽
櫞,橼
櫟,檪
櫟,栎
檪,櫟
檪,栎
櫚,榈
櫪,枥
櫻,桜
櫻,樱
欅,﨔
欅,榉
欅,櫸
蘖,櫱
櫺,欞
櫺,棂
欒,栾
欖,㰖
鬱,欝
鬱,欎
鬱,鬰
欟,𣠤
盜,盗
飮,飲
飮,㱃
歐,欧
歡,歓
歸,帰
歸,皈
歸,㱕
歸,归
歹,歺
歿,殁
殘,残
殲,殱
殱,殲
殼,殻
殼,壳
毆,殴
毓,育
麾,𪎮
氈,氊
氈,毡
氛,𣱦
氣,気
汳,汴
沒,没
泄,𣳘
泝,㴑
沱,沲
沱,𣵺
泯,冺
泪,涙
泪,淚
涓,㳙
浹,浃
浙,淛
濤,涛
涅,𣵀
渕,淵
渕,渊
渕,囦
渊,淵
渊,渕
渊,囦
涵,𣹢
淬,㳃
淨,浄
淺,浅
滿,満
溪,渓
溲,𣸈
滔,㴞
灌,潅
滾,滚
滲,涁
滲,渗
滯,滞
潸,澘
澁,渋
澁,澀
澀,渋
澀,澁
潛,潜
潛,濳
濳,潜
濳,潛
澂,澄
澂,瀓
澑,溜
澤,沢
澤,峄
濟,済
濕,湿
濕,溼
濬,𣽊
濱,浜
濱,濵
瀉,泻
濾,沪
潴,瀦
灣,湾
炯,烱
烱,炯
烟,煙
烟,𤇆
烽,熢
烽,㷭
煕,熙
煕,熈
煕,凞
煕,凞
煕,焈
熈,熙
熈,煕
熈,凞
熈,凞
熈,焈
煢,㷀
煢,焭
煖,煗
燻,熏
燗,𤏐
熹,熺
燒,焼
燼,烬
燼,㶳
爐,炉
爛,爤
爭,争
爲,為
爲,为
爼,俎
牆,墻
牆,墙
犢,㸿
犧,犠
犹,猶
犲,豺
狹,狭
倏,倐
猊,貎
猴,㺅
獎,奨
獎,奬
獎,㢡
獎,奖
獏,貘
默,黙
獨,独
獸,獣
獸,兽
獵,猟
獵,𤢪
獻,献
獺,㺚
玳,瑇
珎,珍
璢,瑠
琅,瑯
瑯,琅
琺,珐
瑰,瓌
瑣,𤨏
瑶,瑤
珱,瓔
瓣,弁
甌,瓯
甕,罋
甞,嘗
甞,𠹉
甞,尝
甦,𤯳
甼,町
畄,留
畄,畱
畍,界
畍,𨺬
畊,耕
畆,畝
畆,畒
畆,㽗
畆,畞
畆,畮
畆,亩
畚,奙
畧,略
畫,画
畭,畬
當,当
疆,畺
疆,壃
疆,疅
疇,疇
畴,疇
疊,畳
疊,疉
疊,疂
疊,㬪
疊,曡
疊,叠
疉,畳
疉,疊
疉,疂
疉,㬪
疉,曡
疉,叠
疂,畳
疂,疊
疂,疉
疂,㬪
疂,曡
疂,叠
瘉,癒
瘤,癅
瘻,瘘
癇,癎
癡,痴
癰,癕
發,発
發,彂
皃,貌
皃,㒵
皃,䫉
皈,帰
皈,歸
皈,㱕
皈,归
皋,皐
皋,臯
皸,皹
皹,皸
盂,𥁄
盍,盇
盍,𥁋
盖,蓋
盖,葢
盡,尽
盡,𥁞
盥,泴
盧,卢
蘯,蕩
眞,真
眥,眦
眦,眥
睨,𥆩
睥,睤
睿,叡
睿,壡
睹,覩
瞠,憆
瞞,𥈞
瞼,𥇥
矚,瞩
砒,磇
礦,砿
礪,砺
碎,砕
碪,砧
碾,𥑊
祀,禩
祕,秘
祓,𥘬
祿,禄
齋,斎
齋,斋
齋,夈
禪,禅
禮,礼
秕,粃
秣,䬴
稈,秆
稟,禀
禀,稟
稱,称
稻,稲
稾,稿
穗,穂
穉,稚
穉,稺
穩,穏
龝,秋
龝,穐
龝,秌
穰,穣
穹,宆
穽,阱
窗,窓
窗,窻
窗,牕
窗,䆫
窘,侰
竈,竃
竈,𥧄
竈,䆴
竈,灶
窰,窯
窰,窑
邃,𨗉
竊,窃
竝,並
竝,傡
筐,筺
筺,筐
笄,筓
筍,笋
笋,筍
筱,篠
筱,筿
筮,𥰫
筮,簭
箘,箟
箘,䇹
箟,箘
箟,䇹
箚,劄
箋,牋
箋,䇳
箋,㮍
箋,椾
箋,笺
箏,筝
筝,箏
篝,𥵡
簑,蓑
簑,簔
簔,蓑
簔,簑
篦,箆
籠,篭
簗,𥱋
籌,筹
籔,䉤
籀,籒
籐,籘
籘,籐
籤,籖
籖,籤
粃,秕
粳,秔
粳,稉
粮,糧
粹,粋
粽,糉
鬻,俼
糯,稬
糯,穤
糲,䊪
糴,籴
糶,粜
糺,糾
絋,纊
紮,紥
絲,糸
絲,丝
經,経
綉,繡
綉,繍
絛,縧
綫,線
總,総
總,摠
總,揔
總,緫
總,总
總,捴
總,搃
緜,綿
縣,県
縣,县
縱,縦
縉,縉
繦,繈
繪,絵
繩,縄
繼,継
繼,㡭
纃,緕
緕,纃
繿,襤
纉,纘
續,続
纒,纏
纓,䋝
纖,繊
纖,纎
纎,繊
纎,纖
纜,䌫
缺,欠
缺,缼
缺,𡙇
罐,缶
罸,罰
羃,冪
羃,幂
羈,覊
羇,覉
羌,羗
羣,群
羲,𦏁
羹,羮
羮,羹
譱,善
翆,翠
飜,翻
耋,耊
耨,槈
耻,恥
聟,婿
聟,壻
聨,聯
聲,声
聰,聡
聰,聦
聽,聴
肅,粛
冐,冒
胄,伷
胚,肧
脉,脈
脉,衇
脛,𦙾
胼,腁
腦,脳
腦,匘
腴,𦚤
膀,髈
膂,膐
膣,腟
腟,膣
膓,腸
膩,𧸐
膾,脍
膸,髄
膸,髓
膽,胆
臍,𦜝
臙,胭
臈,﨟
臟,臓
臺,台
臺,䑓
臺,坮
臾,㬰
舂,㫪
舂,𣇃
與,与
舊,旧
舊,𦾔
舍,舎
舐,䑛
舐,舓
舖,舗
舖,鋪
舩,船
艟,艨
艨,艟
艪,艣
艫,舮
舮,艫
艱,囏
艷,艶
艷,豔
艷,豓
艾,𦫿
芒,𥝕
苡,苢
苺,莓
莓,苺
茘,荔
莅,蒞
莖,茎
莊,荘
莊,㽵
莵,菟
菴,葊
菫,蓳
萠,萌
莽,莾
萸,茰
蔆,菱
萼,蕚
蕚,萼
蒭,芻
蒂,蔕
萬,万
葢,蓋
葢,盖
蔕,蒂
蕣,橓
蘂,蕊
蘂,蕋
蕋,蕊
蕋,蘂
蕭,䔥
薛,𧃎
藪,薮
薺,萕
藏,蔵
藝,芸
藥,薬
蘓,蘇
蘋,薲
蘆,芦
乕,虎
號,号
虱,蝨
蚋,蜹
蚌,蜯
蠣,蛎
蠣,蠇
蜿,䖤
蝟,猬
蝨,虱
蠅,蝿
螢,蛍
螂,蜋
雖,𨿽
雖,虽
蟇,蟆
蟆,蟇
螻,蝼
蟲,虫
蟲,䖝
蠏,蟹
蠎,蟒
蟒,蠎
蠶,蚕
蠶,蝅
蠶,蠺
蠹,蠧
蠹,螙
蠧,蠹
蠧,螙
蠻,蛮
衄,衂
衂,衄
衞,衛
衞,卫
袞,衮
衽,袵
袵,衽
裙,裠
裙,帬
裝,装
裹,褁
裴,裵
褌,裩
褓,緥
襃,褒
襄,㐮
褻,亵
襌,褝
褝,襌
襤,繿
襷,𧜎
覊,羈
覓,覔
覩,睹
覺,覚
覺,覐
覺,斍
覺,觉
覽,覧
觀,観
觧,解
觴,𨢩
觸,触
訛,譌
諂,讇
諫,諌
諤,讍
諛,䛕
謌,歌
謚,諡
諡,謚
謠,謡
謳,𧦅
譌,訛
證,証
譖,譛
譛,譖
譯,訳
譽,誉
讀,読
讎,讐
讒,䜛
讓,譲
讖,䜟
讚,讃
豁,𧯆
谿,𧮾
豈,岂
豌,𧯡
豎,竪
豐,豊
豬,猪
豬,猪
豺,犲
貂,鼦
貊,貃
貍,狸
貎,猊
貔,豼
豼,貔
貘,獏
貭,質
貳,弐
貳,貮
貮,弐
貮,貳
賤,賎
賣,売
賣,卖
賚,𧶛
賺,𧸖
贊,賛
贍,𩟋
贐,賮
贓,賍
賍,贓
赱,走
赱,𧺆
趁,趂
跋,䟦
踈,疎
踐,践
踴,踊
蹈,𨂻
蹕,𠌫
躊,踌
躬,躳
躰,体
躰,軆
躰,體
軆,体
軆,躰
軆,體
軛,軶
軣,轟
軫,𨋏
輕,軽
輒,輙
輙,輒
輜,輺
輛,輌
輌,輛
轉,転
轜,輀
轤,䡎
辣,辢
辭,辞
辭,辤
辭,辝
辯,弁
迥,逈
迥,䢛
迪,廸
迯,逃
邇,迩
迺,廼
逖,逷
逹,達
迸,逬
遒,逎
逎,遒
遞,逓
隨,随
隨,遀
遲,遅
遲,遟
邊,辺
邊,邉
邉,辺
邉,邊
邨,村
郤,郄
鄰,隣
鄰,厸
酣,佄
醉,酔
醫,医
醫,毉
釀,醸
釋,釈
釖,刀
釡,釜
釼,剣
釼,劍
釼,劔
釼,劒
釼,剱
釼,𠝏
釼,剑
釼,劎
鈬,鐸
鉤,鉤
銕,鉄
銕,鐵
銕,鐡
銜,啣
銜,㘅
銜,衘
鉚,𨥫
鋏,𨦇
銹,鏥
錙,鍿
錢,銭
鎭,鎮
鎔,熔
鏖,䥝
鏥,銹
鏘,𨪙
鏝,𨭜
鏤,𨩐
鐓,鐜
鐫,鎸
鐵,鉄
鐵,銕
鐵,鐡
鐡,鉄
鐡,銕
鐡,鐵
鑒,鑑
鑒,鍳
鑄,鋳
鑛,鉱
鑪,鈩
鈩,鑪
鑵,𨫝
鑽,鑚
鑚,鑽
鑿,𣫞
鑿,凿
閇,閉
閙,鬧
閠,閏
閹,剦
闊,濶
闊,𤄃
濶,闊
濶,𤄃
闃,閴
關,関
關,闗
陋,𨹟
陷,陥
陟,徏
陦,隯
險,険
隱,隠
隲,騭
隴,𨻫
隸,隷
雋,隽
雍,雝
襍,雑
襍,雜
襍,杂
雜,雑
雜,襍
雜,杂
霤,𩅸
靆,叇
靈,霊
靈,灵
靈,䨩
靈,㚑
靈,霛
靉,叆
靜,静
靱,靭
鞋,鞵
韈,韤
韜,鞱
韭,韮
齏,韲
齏,虀
齏,䪡
韲,齏
韲,虀
韲,䪡
韵,韻
頸,頚
頤,頥
頽,頹
頽,頺
顏,顔
顯,顕
顯,显
飄,飃
飃,飄
飆,飈
飆,飇
飆,颷
餉,𩜋
餘,余
餝,飾
餞,䬻
餠,餅
餬,𩚩
餾,𩞷
饒,𩜙
馘,聝
馮,冯
駝,駞
駻,馯
騷,騒
驅,駆
驂,騑
騾,驘
驛,駅
驗,験
驗,騐
驢,馿
髓,髄
髓,膸
體,体
體,躰
體,軆
髯,髥
髮,髪
鬢,鬂
鬢,髩
鬣,鬛
鬣,㲱
鬧,閙
鬪,闘
鬪,鬭
鬮,䰗
鬮,䦰
鯀,鮌
鯊,鯋
鰺,鯵
鰮,鰛
鰛,鰮
鰥,𩻄
鰲,鼇
鱸,魲
鳧,鳬
鳧,凫
鳬,鳧
鳬,凫
鴉,鵶
鴉,𩿎
鴈,雁
鴈,鳫
鳫,雁
鳫,鴈
鴃,鴂
鴪,鴥
鶯,鴬
鶯,鸎
鴟,𨾦
鵝,鵞
鵞,鵝
鵑,䳌
鵙,鶪
鵲,䧿
鶉,𨿡
鶚,𩀇
鷄,鶏
鷄,雞
鷄,𨿸
鷆,鷏
鷏,鷆
鹹,醎
鹽,塩
麁,麤
麕,麇
麥,麦
麩,麸
麩,麬
麸,麩
麸,麬
麪,麺
麪,麵
黎,𪏯
黏,粘
點,点
點,奌
點,㸃
黨,党
鼇,鰲
鼈,鱉
鼈,龞
皷,鼓
皷,鼔
鼡,鼠
齊,斉
齊,亝
齊,斊
齒,歯
齔,齓
齟,𪗱
齡,齢
齧,囓
齧,𪘂
齬,𪘚
龜,亀
堯,尭
堯,尧
槇,槙
遙,遥
瑤,瑶
凜,凛
熙,煕
熙,熈
熙,凞
熙,凞
熙,焈
俱,倶
𠀋,丈
你,儞
你,伱
侮,侮
俠,侠
倂,併
偀,英
僲,僊
僧,僧
儞,你
儞,伱
兊,兌
兊,兑
免,免
兕,𧰽
兗,兖
㒵,貌
㒵,皃
㒵,䫉
冝,宜
冝,宐
凞,熙
凞,煕
凞,熈
凞,凞
凞,焈
凢,凡
凢,凣
凮,風
凮,凬
凮,飌
凮,凨
刓,㝴
剗,刬
勈,勇
勉,勉
勖,勗
勖,朂
勛,勲
勛,勳
勛,勋
勤,勤
勻,匀
匀,勻
匇,匆
匇,囪
卑,卑
卑,𤰞
卣,𠧪
卽,即
厲,厉
呍,吽
咜,咤
咩,哶
啞,唖
啞,哑
喆,哲
喆,嚞
喆,啠
喆,悊
喝,喝
嗎,吗
嘆,嘆
器,器
器,噐
噯,嗳
噲,哙
嚙,噛
嚙,啮
嚞,哲
嚞,喆
嚞,啠
嚞,悊
嚳,喾
囉,啰
囊,嚢
𡈽,土
𡈽,圡
圡,土
圡,𡈽
坰,垧
坰,埛
坼,𡍩
垜,垛
𡌛,埜
𡌛,壄
𡌛,㙒
埿,泥
塚,塚
塡,填
塤,壎
塤,埙
塀,塀
增,増
墨,墨
墩,墪
壎,塤
壎,埙
壚,𡉴
壚,垆
壠,壟
壠,垄
壠,垅
虁,夔
虁,𡖂
妒,妬
姒,娰
婭,娅
媞,娲
嬙,嫱
剝,剥
𠮟,叱
孽,孼
寬,寛
寬,宽
尒,爾
尒,尓
尒,尔
尞,𤊽
尣,尢
尫,尩
尫,尪
尫,𡯪
㞍,尻
屢,屡
層,層
層,层
岪,𡶒
岺,岭
峴,岘
𡸴,嶮
𡸴,崄
㟢,崎
㟢,嵜
㟢,﨑
崍,崃
﨑,崎
﨑,嵜
﨑,㟢
嵆,嵇
嵇,嵆
嵓,嵒
嶠,峤
嶤,嶢
嶤,𡸳
嶤,峣
嶧,𡵸
嶸,峵
嶸,嵘
巋,岿
吞,呑
噓,嘘
巢,巣
幘,帻
廊,廊
廹,迫
弶,摾
弽,韘
彔,录
徵,徴
德,徳
德,悳
德,𢛳
德,恴
忞,忟
忩,怱
忩,悤
悔,悔
悞,悮
惕,悐
惸,𢞛
愜,㥦
愜,惬
愷,恺
慨,慨
憎,憎
懲,懲
戾,戻
抅,拘
拖,拕
挊,弄
挊,挵
捃,攈
捃,攟
揭,掲
搔,掻
摑,掴
摠,総
摠,總
摠,揔
摠,緫
摠,总
摠,捴
摠,搃
擎,㢣
撾,挝
撿,𢮦
撿,捡
擊,撃
擊,击
擷,撷
擻,擞
攢,攅
攢,攒
敏,敏
敏,勄
斝,斚
既,既
既,旣
昞,昺
昺,昞
昰,是
曻,昇
𣇄,鼎
𣇄,𪔂
𣇄,鼑
晚,晩
晚,𣆶
晳,晰
暑,暑
曆,暦
曈,晍
㬢,曦
曨,昽
曺,曹
曺,𣍘
朗,朗
朗,朖
枻,栧
柹,柿
柹,枾
柗,松
柗,枩
柗,梥
柗,㮤
柗,枀
栁,柳
栁,桺
栁,桞
栁,橮
桒,桑
梅,梅
梅,楳
梅,槑
梥,松
梥,枩
梥,柗
梥,㮤
梥,枀
﨔,欅
﨔,榉
﨔,櫸
槩,概
槩,槪
槪,概
槪,槩
槵,梙
槶,椢
橛,橜
橫,横
𣝣,爵
𣝣,𩰦
檔,档
檝,楫
櫧,槠
㰏,篙
欄,欄
欄,栏
欛,𣠽
欞,櫺
欞,棂
欵,款
欵,㱁
歖,喜
步,歩
歷,歴
歷,厯
歷,𠪱
殂,𣧫
殺,殺
每,毎
毗,毘
毗,𣬈
氳,氲
汙,汚
汙,污
沪,濾
汴,汳
泻,瀉
𣳾,泰
𣳾,㤗
𣳾,冭
海,海
涉,渉
淄,湽
淚,涙
淚,泪
淛,浙
渚,渚
渴,渇
溫,温
漢,漢
潑,溌
澔,浩
濵,浜
濵,濱
瀆,涜
瀆,凟
瀨,瀬
灝,𤂖
灞,㶚
灎,灩
灎,灔
灎,灧
灵,霊
灵,靈
灵,䨩
灵,㚑
灵,霛
焏,亟
焰,焔
焰,燄
焰,熖
焰,㷔
煑,煮
煑,煮
煮,煮
煮,煑
凞,熙
凞,煕
凞,熈
凞,凞
凞,焈
熅,煴
熺,熹
燄,焰
燄,焔
燄,熖
燄,㷔
爕,燮
牕,窓
牕,窗
牕,窻
牕,䆫
牖,牗
㸿,犢
犾,㹜
狀,状
狻,䝜
猨,猿
猪,猪
猪,豬
珉,瑉
珏,玨
琢,琢
瑇,玳
瓉,瓚
瓚,瓉
甁,瓶
甯,寗
甯,𡩋
畹,解
畹,説
畹,・
畹,構
畹,成
瘞,𨻊
皁,皂
皞,皡
皞,皥
盌,碗
盎,㼜
𥒎,碊
硏,研
碑,碑
𥔎,碕
礮,砲
礱,礲
社,社
祉,祉
祈,祈
祐,祐
祖,祖
祝,祝
神,神
祥,祥
禍,禍
禍,旤
禎,禎
福,福
禱,祷
秊,年
秔,粳
秔,稉
穀,穀
穀,糓
突,突
𥧄,竃
𥧄,竈
𥧄,䆴
𥧄,灶
窻,窓
窻,窗
窻,牕
窻,䆫
竽,𥫡
笻,筇
筇,笻
筭,算
節,節
篗,籰
篙,㰏
簞,箪
簠,㝬
簠,盙
䉤,籔
籹,粔
粔,籹
糕,餻
紣,綷
綠,緑
緖,緒
緣,縁
練,練
縕,緼
繁,繁
繁,䋣
繡,繍
繡,綉
纊,絋
纍,累
纍,絫
署,署
羗,羌
者,者
耼,聃
臭,臭
䑓,台
䑓,臺
䑓,坮
䑛,舐
䑛,舓
𦫿,艾
菑,葘
萊,莱
著,著
蒞,莅
蔣,蒋
﨟,臈
薰,薫
薰,蘍
蘒,蘒
虗,虚
虗,虛
虛,虚
虛,虗
虜,虜
䖝,虫
䖝,蟲
虬,虯
虵,蛇
虵,𧉮
蜋,螂
蝱,虻
蟖,蟴
蟬,蝉
蠟,蝋
蠟,䗶
裵,裴
褐,褐
覔,覓
視,視
視,眎
觥,觵
諐,愆
諸,諸
謁,謁
謹,謹
賓,賓
賓,賔
賓,宾
賴,頼
賾,𧷤
贈,贈
贒,賢
蹰,躕
軀,躯
䡄,軌
輭,軟
輶,輏
辦,办
迤,迆
逈,迥
逈,䢛
逸,逸
邛,卭
邢,郉
郄,郤
郞,郎
都,都
鄕,郷
鄕,乡
鄕,鄉
鄕,鄊
鄖,䢵
鄽,壥
鄽,廛
鄽,㙻
鄽,㕓
醬,醤
醱,醗
錄,録
鍊,錬
鏟,𨩱
䦰,鬮
䦰,䰗
隆,隆
雞,鶏
雞,鷄
雞,𨿸
難,難
霻,靊
靍,靎
靍,靏
靎,靍
靎,靏
靏,靍
靏,靎
響,響
響,响
頻,頻
顖,囟
顚,顛
類,類
飈,飆
飈,飇
飈,颷
飧,飱
飧,飡
騭,隲
騮,驑
騮,駵
騮,駠
驒,騨
髹,髤
鬂,鬢
鬂,髩
䰗,鬮
䰗,䦰
鬭,闘
鬭,鬪
魲,鱸
鷀,鶿
鷗,鴎
鹼,鹸
麤,麁
麬,麩
麬,麸
麯,麹
麯,麴
麴,麹
麴,麯
麵,麺
麵,麪
黃,黄
黑,黒
鼹,鼴
龐,厐
龐,庞
龢,和
龢,咊
姸,妍
屛,屏
屛,幈
幷,并
瘦,痩
繫,繋
丒,丑
么,幺
㐆,𠂣
亝,斉
亝,齊
亝,斊
㐮,襄
仐,傘
仐,𠍘
仐,伞
伖,帑
伷,胄
𠈓,倆
𠈓,俩
佸,𠈲
侚,伨
俦,儔
俦,𠍻
㑪,儕
㑪,侪
俲,傚
倀,伥
倐,倏
倢,偼
偂,前
偂,歬
傖,伧
𠌫,蹕
傻,儍
𠍱,集
𠍱,雧
僡,恵
僡,惠
僩,僴
㒒,僕
㒒,䑑
儈,侩
𠑊,儼
𠑊,俨
兠,兜
冣,最
冣,㝡
冭,泰
冭,𣳾
冭,㤗
凳,櫈
凴,凭
𠝏,剣
𠝏,劍
𠝏,釼
𠝏,劔
𠝏,劒
𠝏,剱
𠝏,剑
𠝏,劎
剜,𠛠
劄,箚
勊,勀
㔟,勢
㔟,势
卧,臥
卺,巹
卺,𧯢
厴,厣
㕝,事
㕝,亊
㕝,叓
叵,尀
呕,嘔
咊,和
咊,龢
咿,吚
啠,哲
啠,喆
啠,嚞
啠,悊
嘨,嘯
嘨,啸
嘰,叽
嘷,嗥
嘷,噑
嘽,啴
噠,哒
㘅,銜
㘅,啣
㘅,衘
嚌,哜
嚨,咙
嚭,噽
嚲,亸
囅,冁
囟,顖
囶,国
囶,國
囶,圀
囶,囯
囶,囻
𡉻,埣
坌,坋
𡉴,壚
𡉴,垆
坳,垇
坵,丘
坵,㐀
坵,丠
𡋤,壗
𡋗,𡑭
垨,守
埗,埠
埞,堤
墍,塈
墪,墩
𡑭,𡋗
壃,疆
壃,畺
壃,疅
壍,塹
壍,𡐛
壍,堑
壢,坜
壳,殻
壳,殼
夅,降
夔,虁
夔,𡖂
㚑,霊
㚑,靈
㚑,灵
㚑,䨩
㚑,霛
𡙇,欠
𡙇,缺
𡙇,缼
姍,姍
姧,奸
𡝂,妝
𡝂,娤
𡝂,妆
媠,嫷
媿,愧
嫰,嫩
嫰,媆
嫵,妩
嬀,妫
嬀,媯
嬈,娆
嬴,𡣍
嬭,妳
孌,娈
孼,孽
孿,孪
孿,㝈
𡧃,宇
𡧃,㝢
㝡,最
㝡,冣
㝢,宇
㝢,𡧃
寖,浸
寖,濅
寖,𣹦
㝬,簠
㝬,盙
寱,䆿
尩,尫
尩,尪
尩,𡯪
屨,屦
屩,屫
𡵸,嶧
㟁,岸
㟁,𡶜
𡶜,岸
𡶜,㟁
岧,岹
𡶒,岪
岭,岺
𡸳,嶢
𡸳,嶤
𡸳,峣
崐,崑
崫,崛
崦,嶖
㟴,嵬
㠀,島
㠀,嶋
㠀,嶌
㠀,嶹
㠀,岛
嶔,嵚
嶗,崂
嶲,雟
嶲,巂
嶴,岙
嶹,島
嶹,嶋
嶹,嶌
嶹,㠀
嶹,岛
巗,巌
巗,巖
巘,巚
㠯,以
帀,匝
㠶,帆
㠶,䑺
㠶,𩗋
帮,幇
帮,幫
帮,幚
㡡,幮
幫,幇
幫,帮
幫,幚
幬,𢃖
幬,帱
幮,㡡
庬,厖
庿,廟
庿,庙
廒,厫
𢌞,廻
𢌞,廽
廽,廻
廽,𢌞
弎,三
彲,彨
徏,陟
徤,健
忢,悟
㤗,泰
㤗,𣳾
㤗,冭
悊,哲
悊,喆
悊,嚞
悊,啠
𢛳,徳
𢛳,悳
𢛳,恴
𢛳,惪
𢛳,㥁
惛,惽
惮,憚
惲,恽
愙,恪
愙,㤩
愙,愘
慼,慽
𢡛,懣
𢡛,懑
憒,愦
憗,憖
憗,慭
憘,憙
懕,㦔
懕,恹
懕,懨
懟,怼
𢦏,𢦒
戩,戬
抙,捊
拕,拖
拽,捙
𢭏,擣
𢭏,捯
𢭐,撈
𢭐,捞
挲,挱
挵,弄
挵,挊
𢭆,抽
𢭆,㩅
捙,拽
𢮦,撿
𢮦,捡
掄,抡
掙,挣
𢰤,掎
揷,挿
揷,插
揔,総
揔,總
揔,摠
揔,緫
揔,总
揔,捴
揔,搃
摛,攡
摳,抠
撇,撆
撑,撐
撟,挢
擋,挡
擕,携
擕,攜
擕,㩗
擕,𢹂
擥,㩜
攄,摅
㩮,攑
攔,拦
攖,撄
斅,敩
斅,斆
斊,斉
斊,齊
斊,亝
斲,斵
斵,斲
㫖,旨
㫖,𠤔
旹,時
旹,时
㫪,舂
㫪,𣇃
𣇃,舂
𣇃,㫪
晣,晢
𣇵,晶
𣆶,晩
𣆶,晚
暭,暤
暭,曍
㬜,晋
㬜,晉
曬,晒
㫗,厚
㫗,垕
朙,明
𣏓,朽
𣏐,杓
𣏕,杮
杶,櫄
荣,栄
荣,榮
栐,柡
柒,漆
柰,奈
柰,㮈
𣑥,栲
栾,欒
桌,槕
桮,杯
桮,盃
桮,㮎
桺,柳
桺,栁
桺,桞
桺,橮
梘,枧
棻,梤
棻,㯣
𣓤,橈
𣓤,桡
棃,梨
棃,梸
棅,柄
棖,枨
㮈,奈
㮈,柰
㮍,椾
㮤,松
㮤,枩
㮤,柗
㮤,梥
㮤,枀
榘,矩
槀,槁
槑,梅
槑,梅
槑,楳
𣘺,橋
𣘺,槗
𣘺,桥
槮,椮
槳,㯍
槳,桨
㯍,槳
㯍,桨
樳,桪
樿,椫
橺,橌
檃,櫽
㯰,植
檟,槚
櫝,椟
櫬,榇
櫱,蘖
櫳,槞
櫳,㰍
櫳,栊
櫽,檃
𣠤,欟
欏,椤
欑,櫕
𣠽,欛
歘,欻
歬,前
歬,偂
歺,歹
殁,歿
𣪘,簋
毉,医
毉,醫
氊,氈
氊,毡
氎,㲲
沉,沈
㳃,淬
㳒,法
㳒,灋
㳒,佱
洤,泉
涁,滲
涁,渗
𣵀,涅
渗,滲
渗,涁
𣷹,添
㴑,泝
湌,餐
㴞,滔
滙,匯
漥,窪
澘,潸
𤂖,灝
𤄃,闊
𤄃,濶
灋,法
灋,㳒
灋,佱
㶚,灞
灔,灎
灔,灩
灔,灧
灩,灎
灩,灔
灩,灧
灮,光
灮,炗
灮,炛
灶,竃
灶,竈
灶,𥧄
灶,䆴
灾,災
灾,烖
炗,光
炗,灮
炗,炛
𤇆,煙
𤇆,烟
炱,炲
烬,燼
烬,㶳
焈,熙
焈,煕
焈,熈
焈,凞
焈,凞
㷀,煢
㷀,焭
㷔,焰
㷔,焔
㷔,燄
㷔,熖
熖,焰
熖,焔
熖,燄
熖,㷔
熢,烽
熢,㷭
燓,焚
爫,爫
爫,爫
爴,攫
牗,牖
犮,叐
㹨,狖
㺃,狗
猬,蝟
獯,𤣐
玅,妙
玨,珏
珡,琴
珡,琹
琹,琴
琹,珡
瓯,甌
𤭖,瓺
瓺,𤭖
㽗,畝
㽗,畆
㽗,畒
㽗,畞
㽗,畮
㽗,亩
甽,畎
甽,𤰝
畎,甽
畎,𤰝
畒,畝
畒,畆
畒,㽗
畒,畞
畒,畮
畒,亩
畬,畭
畱,留
畱,畄
畺,疆
畺,壃
畺,疅
㽵,荘
㽵,莊
