漢字,解説・構成
蔵,「蔵」は書き順を間違えやすい漢字の一つです。→「蔵」の書き順（筆順）
贈,かいへんに曽
造,しんにょう・しんにゅうに告
促,にんべんに足
側,にんべんに則
則,りっとうに貝
息,心（こころ）に自
捉,てへんに足
捉,2010年11月30日に常用漢字に追加されました。
測,さんずいに則
速,しんにょう・しんにゅうに束
速,「すみやか」は中学校で習う読み方です。
速,1989年に習う学年が変更されました。（四年生で習う漢字→三年生で習う漢字）
俗,にんべんに谷
俗,1989年に教育漢字から削除（六年生で習う漢字→中学校で習う漢字）
属,しかばね・かばね・しかばねかんむり・かばねだれに禹
属,「属」は書き順を間違えやすい漢字の一つです。→「属」の書き順（筆順）
賊,かいへんに戈に十
続,糸（いとへん）に売
続,1997年の「今年の漢字」
袖,ころもへんに由
袖,「シュウ」は高校で習う読み方です。
袖,2010年11月30日に常用漢字に追加されました。
揃,扌（てへん）に
孫,こへん・こどもへんに系
損,てへんに員
損,「そこなう」「そこねる」は中学校で習う読み方です。
村,木（きへん）に寸
遜,しんにょう・しんにゅうに孫
遜,2010年11月30日に常用漢字に追加されました。
他,にんべんに也
多,夕（た・ゆう・ゆうべ）に夕
太,大に丶
汰,さんずいに太
汰,2010年11月30日に常用漢字に追加されました。
詑,言（ごんべん）に它
唾,くちへんに垂
唾,2010年11月30日に常用漢字に追加されました。
堕,土（つち）に隋
妥,女（おんな）に爫
惰,りっしんべんに左に月
打,てへんに丁
柁,木（きへん）に它
舵,舟（ふねへん）に它
楕,木（きへん）に左に月
陀,こざとへんに它
駄,うまへんに太
騨,馬（うまへん）に単
体,にんべんに本
体,「テイ」は中学校で習う読み方です。
堆,つちへん・どへんに隹
堆,2010年11月30日に常用漢字に追加されました。
対,「ツイ」は中学校で習う読み方です。
耐,而（しかして・しこうして）に寸
岱,山（やま）に代
待,ぎょうにんべんに寺
怠,心（こころ）に台
怠,心（こころ）に厶に口
態,心（こころ）に能
戴,𢦏に異
戴,2010年11月30日に常用漢字に追加されました。
替,㚘に日
泰,したみずに𡗗
滞,さんずいに帯
胎,にくづきに台
胎,にくづきに厶に口
腿,月（にくづき）に
苔,くさかんむりに台
苔,くさかんむりに厶に口
袋,衣（ころも）に代
袋,「タイ」は高校で習う読み方です。
貸,貝（かい・こがい）に代
貸,「タイ」は中学校で習う読み方です。
退,しんにょう・しんにゅうに艮
退,2020年に習う学年が変更されました。（五年生で習う漢字→六年生で習う漢字）
逮,しんにょう・しんにゅうに隶
隊,こざとへんに㒸
黛,黒（くろ）に代
鯛,魚（うおへん・さかなへん）に周
代,にんべんに弋
代,「しろ」は中学校で習う読み方です。
台,口（くち）に厶
第,たけかんむりに𢎨
第,※第の成り立ちには諸説あり、「竹の札」ではなく「竹の節」を表すという説もあります。
醍,酉（とりへん）に是
題,頁（おおがい・いちのかい）に是
鷹,鳥（とり・とりへん）に䧹
滝,さんずいに竜
瀧,さんずいに龍
啄,口（くちへん）に豕
宅,うかんむりに乇
托,てへんに乇
択,てへんに尺
拓,てへんに石
沢,さんずいに尺
琢,王（おうへん・たまへん）に豕
託,言（ごんべん）に乇
鐸,金（かねへん）に睪
濁,さんずいに蜀
諾,言（ごんべん）に若
茸,くさかんむりに耳
凧,かぜかんむり・かぜがまえに巾
蛸,虫（むしへん）に
叩,卩（わりふ・ふしづくり）に口
叩,※当サイトの部首では、「卩部」に分類していますが、「口（くちへん）」に分類される場合もあります。
但,にんべんに旦
達,しんにょう・しんにゅうに𦍒
奪,だいかんむり・だいがしらに隹に寸
奪,奞に寸
脱,にくづきに兑
巽,己（おのれ）に共に己
竪,立（たつ）に臤
辿,しんにょう・しんにゅうに山
棚,きへんに朋
谷,「コク」は中学校で習う読み方です。
狸,けものへんに里
鱈,魚（うおへん・さかなへん）に雪
樽,木（きへん）に
樽,木（きへん）に酋に寸
誰,言（ごんべん）に隹
誰,2010年11月30日に常用漢字に追加されました。
嘆,くちへんに𦰩
坦,土（つちへん・どへん）に旦
担,てへんに旦
担,「かつぐ」「になう」は高校で習う読み方です。
担,意味欄の[]内の漢字は、その漢字に由来する意味です。
探,てへんに罙
探,「さぐる」は中学校で習う読み方です。
旦,日（ひ・にち）に一
旦,2010年11月30日に常用漢字に追加されました。
淡,さんずいに炎
湛,さんずいに甚
炭,火（ひ）に屵
短,やへんに豆
端,たつへんに耑
端,たつへんに山に而
箪,たけかんむりに単
綻,糸（いとへん）に定
綻,2010年11月30日に常用漢字に追加されました。
耽,耳（みみへん）に冘
胆,にくづきに旦
蛋,虫（むし）に疋
誕,言（ごんべん）に延
誕,1989年に教育漢字に追加されました。（中学校で習う漢字→六年生で習う漢字）
鍛,かねへんに段
団,くにがまえに寸
団,「トン」は高校で習う読み方です。
壇,つちへん・どへんに亶
壇,「タン」は高校で習う読み方です。
弾,弓（ゆみへん）に単
断,「たつ」は中学校で習う読み方です。
断,「断」は書き順を間違えやすい漢字の一つです。→「断」の書き順（筆順）
檀,木（きへん）に亶
男,田（た）に力
談,言（ごんべん）に炎
談,1989年に習う学年が変更されました。（四年生で習う漢字→三年生で習う漢字）
値,にんべんに直
値,「あたい」は中学校で習う読み方です。
知,やへんに口
地,土（つちへん・どへん）に也
弛,弓（ゆみへん）に也
恥,心（こころ）に耳
智,日（ひ・にち）に知
池,さんずいに也
痴,やまいだれに知
稚,禾（のぎへん）に隹
置,あみめ・あみがしら・よんがしらに直
致,いたるへんに攵
蜘,虫（むしへん）に知
遅,しんにょう・しんにゅうに𡱝
馳,馬（うまへん）に也
築,たけかんむりに𣑦
築,筑に木
畜,田（た）に玄
筑,たけかんむりに工に凡
蓄,くさかんむりに畜
逐,しんにょう・しんにゅうに豕
秩,禾（のぎへん）に失
窒,あなかんむりに至
茶,「サ」は中学校で習う読み方です。
茶,※「茶」の字はもとは「荼」と同一とされています。
嫡,おんなへんに啇
着,「ジャク」は高校で習う読み方です。
仲,にんべんに中
仲,「チュウ」は中学校で習う読み方です。
仲,1989年に習う学年が変更されました。（六年生で習う漢字→四年生で習う漢字）
宙,うかんむりに由
忠,心（こころ）に中
抽,てへんに由
柱,きへんに主
注,さんずいに主
注,「註」の書きかえとして用いられる字。
衷,衣（ころも）に中
衷,当サイトでは総画数を10画に分類していますが、「横画」→「口」→「縦画」の順に書く9画の筆順もあります。
註,言（ごんべん）に
註,「注」が書きかえとして用いられる字。
酎,酉（とりへん）に寸
酎,2010年11月30日に常用漢字に追加されました。
鋳,かねへんに寿
駐,うまへんに主
樗,木（きへん）に雩
瀦,さんずいに豬
猪,けものへんに者
苧,くさかんむりに宁
著,くさかんむりに者
著,「あらわす」「いちじるしい」は中学校で習う読み方です。
貯,かいへんに宁
貯,2020年に習う学年が変更されました。（四年生で習う漢字→五年生で習う漢字）
兆,「きざす」「きざし」は高校で習う読み方です。
兆,1989年に習う学年が変更されました。（六年生で習う漢字→四年生で習う漢字）
凋,冫（にすい）に周
喋,口（くちへん）に枼
寵,宀（うかんむり）に龍
帖,巾（はばへん・きんべん）に占
帳,はばへん・きんべんに長
帳,「帳」は書き順を間違えやすい漢字の一つです。→「帳」の書き順（筆順）
庁,まだれに丁
弔,弓（ゆみ）に丨
張,弓（ゆみへん）に長
彫,彡（さんづくり・けかざり）に周
懲,心（こころ）に徴
挑,てへんに兆
暢,申に昜
潮,さんずいに朝
牒,片（かたへん）に枼
町,田（たへん）に丁
眺,めへんに兆
聴,みみへんに𢛳
脹,にくづきに長
脹,2010年11月30日に常用漢字から削除され、人名用漢字に追加されました。
腸,にくづきに昜
腸,2020年に習う学年が変更されました。（四年生で習う漢字→六年生で習う漢字）
蝶,虫（むしへん）に枼
蝶,虫（むしへん）に世に木
調,言（ごんべん）に周
調,「ととのう」「ととのえる」は中学校で習う読み方です。
諜,言（ごんべん）に枼
超,そうにょうに召
跳,あしへんに兆
銚,金（かねへん）に兆
頂,おおがい・いちのかいに丁
勅,力（ちから）に束
捗,てへんに步
捗,2010年11月30日に常用漢字に追加されました。
