漢字,意味
尩,まがる。足や背の曲がった人。
尩,よわい。かよわい。
尰,足が浮腫む病気。
𡱖,つび。女性器。
屟,くつしき。履物の中敷き。
屣,くつ。履物。
屣,つっかける。
屧,くつしき。履物の中敷き。
屧,くつ。木靴。
屨,くつ。藁や麻などを編んで作った履物。
屨,はく。靴を履く。
屨,ふむ。ふみつける。
屩,くつ。藁や麻などを編んで作った履物。
屰,さからう。
屰,さかほこ。
𡴭,山の隈。
𡵅,ほき。がけ。山の切り立ったところ。
屼,はげやま。
𡵸,連なって並ぶ山。
𡵸,山の名。嶧山（エキザン）。
𡵢,地名に用いられる字。
岈,谷が深く大きいさま。
岊,山の隈。
㟁,きし。がけ。みずぎわ。
㟁,かどだつ。けわしい。
𡶡,さこ。谷。
𡶜,きし。がけ。みずぎわ。
𡶜,かどだつ。けわしい。
岠,大きな山。
岠,へだたる。はなれる。
岠,いたる。
岢,岢嵐（カラン）。山西省にある山の名。また、県の名。
岦,山のそびえ立つさま。
岧,たかい。山が高くそびえるさま。
𡶒,やまみち。
𡶒,山の奥深いさま。
岭,山の奥深いさま。
岵,草木が茂った山。
𡶷,地名に用いられる字。
峉,山が高く険しいさま。
𡷠,山が高く険しいさま。
𡸳,けわしい。山が高いさま。
崆,崆峒（コウドウ）。甘粛省にある山の名。
崆,山が高く険しいさま。
崐,崑崙（コンロン）。山の名。
崫,そばだつ。山がそびえたつ。
崝,山が高く険しいさま。
崠,尾根。山の背。
崠,山の名。
崤,河南省にある山の名。
崦,崦茲（エンジ）。甘寧省にある山の名。日が沈むところとされる。
崱,山が高く険しいさま。
崹,土地がだんだんなだらかになるさま。
嵂,山が高く険しいさま。
㟨,山の名。
嵡,山の峰が多く集まったさま。
嵪,山が高く険しいさま。
㟴,たかい。高く大きい。
㟴,けわしい。
嵰,山が高く険しいさま。
𡼞,𡷠𡷠（とせい）。地名に用いられる字。徳島県勝浦郡の地名
㟽,いただき。山頂。
嶈,山の高いさま。
嶈,水が岩に打ち当たる音。
㠀,しま。周囲を水で囲まれた陸地。
嶒,山が高くそびえるさま。
嶔,たかい。山が高くそびえるさま。
嶗,山東省にある山の名。
嶙,険しくそびえるさま。
嶙,奥深いさま。
嶰,たに。や。
嶰,嶰谷（カイコク）。崑崙の北にある谷の名。
嶲,子嶲（シキ）。鳥の名。ほととぎす。
嶲,車輪の一回転の長さ。
嶲,越嶲（エツスイ）。古代の地名。
嶴,山の奥深いところ。
𡽶,地名に用いられる字。
𡽶,◦国 はな。山の鼻。
嶹,しま。周囲を水で囲まれた陸地。
巑,巑岏（サンガン）。山が険しくそびえるさま。
巗,けわしい。きりたつ。
巗,いわ。いわお。大きな石。
巗,がけ。
巘,みね。山の峰。
巘,けわしい。高く険しい。
巠,地中にある水の流れる道筋。
𡿺,字体を構成する要素。
巤,たてがみ。
巤,髪の毛。
巩,いだく。かかえる。
㠯,もちいる。使う。
㠯,もって。もってする。
㠯,ひきいる。
㠯,おもう。考える。
㠯,ゆえ。理由。
㠯,より。から。それから。
帀,めぐる。ひとめぐりする。周囲をまわる。
㠶,ほ。風を受けて船を進めるための布。
㠶,ほかけ船。
㠶,ほをあげ船をすすめる。
帒,ふくろ。布でつくられた物を入れるためのもの。
帕,つつむ。
帕,はちまき。頭部に撒く細長い布。
帕,手帕（シュハク）。手ぬぐい。
㡀,破れた衣服。
㡀,やぶれる。ぼろぼろになる。
帟,ひらはり。平らに張って頭上を覆う幕。
帮,たすける。手伝う。
帮,なかま。
帾,棺を覆う布。
帾,はた。のぼり。
幉,たづな。
㡜,端切れ。布の切れ端。
㡜,絹布を切って作った造花。
幖,しるし。目印。
幖,はた。のぼり。
㡡,とばり。垂れぎぬ。
幫,たすける。手伝う。
幫,なかま。
幬,とばり。垂れぎぬ。
幬,おおう。
幭,おおい。物を覆う布。
幮,とばり。垂れぎぬ。
𢅻,ほ。船の帆。
庥,おおい。おおう。
庥,こかげ。木の陰。
庥,やすむ。
庪,建物ののきの横木。
庬,おおきい。おおい。ゆたか。
庬,厚い。
庬,みだれる。入り乱れる。
庹,両腕をいっぱいに広げた長さ。
庿,たまや。みたまや。先祖の霊をまつる建物。
庿,王宮の正殿。
庿,朝廷。政治を行う所。
庿,やしろ。ほこら。
廆,壁。
廆,山の名。
廆,人名に用いられる字。
廒,くら。食糧を貯蔵する倉。
廙,移動のできる住居。
廙,つつしむ。うやまう。
𢌞,まわる。めぐる。まわす。めぐらす。
𢌞,かえる。かえす。
廽,まわる。めぐる。まわす。めぐらす。
廽,かえる。かえす。
弈,囲碁。碁を打つ。
弎,み。みつ。みっつ。
弎,みたび。三度。
弎,たびたび。何度も。何回も。
弜,つよい。弓が強いさま。
𢎭,ゆはず。弓の両端にある弦をかけるところ。
弞,わらう。ほほえむ。
彇,ゆはず。弓の両端にある弦をかけるところ。
彣,青と赤が混じった模様。色彩豊かなさま。
彲,みずち。竜や蛇に似た想像上の動物。角がなく体は黄色いとされる。
彾,ひとりで行くさま。
徏,のぼる。高い所にいく。
徏,すすむ。官位が上がる。
徢,すばやいさま。動きが軽やかなさま。
徤,すこやか。元気で丈夫なこと。
徤,たけし。つよい。力強い。
徤,したたか。はなはだ。
徸,行くさま。進むさま。
忄,「心」が偏（へん）に位置するとき、「忄」の形になります。りっしんべん。
㣺,「心」が脚（あし）に位置するとき、「㣺」の形になることがあります。したごころ。
忇,大きな功績。
忋,たのむ。たよる。
忒,たがう。ちがう。異なる。
忒,はなはだ。非常に。
忒,うたがう。
忓,おかす。ふれる。あたる。
忔,よろこぶ。
忢,さとる。物事をはっきりと理解する。
忢,さとり。
忢,さめる。目が覚める。
忢,さとい。かしこい。
忮,もとる。さからう。
忮,ねたむ。そねむ。やく。
忯,いつくしむ。愛する。
忳,うれえる。なやむ。心配する。
忳,おろか。おろかなさま。
忼,なげく。いきどおる。たかぶる。
㤗,やすい。やすらか。落ち着いた。
㤗,おおきい。ひろい。
㤗,ゆるやか。
㤗,はなはだ。はなはだしい。
㤗,おごる。おごりたかぶる。
㤗,山の名。泰山。
㤗,易の六十四卦の一つ。
㤗,タイ。国の名。
怗,◦一 やすらか。落ち着いたさま。
怗,◦一 したがう。したがえる。
怗,◦二 音楽が調和しないさま。
怢,ないがしろにする。
怤,おもう。考える。
怤,よろこぶ。たのしむ。
㤚,よろこぶ。
恌,あさはか。軽率なさま。
恿,いさむ。奮い立つ。
恿,いさましい。元気がいい。つよい。
悊,あきらか。道理に通じている。
悊,さとい。かしこい。
悊,かしこい人。
悕,ねがう。こいねがう。
悕,かなしむ。
您,なんじ。あなた。
𢛳,本来の性質。
𢛳,道義にかなった行い。
𢛳,品性。品位。
𢛳,人格者。立派な人。
𢛳,めぐみ。恩恵。
𢛳,もうけ。利益。
悰,たのしむ。たのしみ。
悰,おもい。気持ち。
悱,言葉をうまく伝えられないさま。
悾,まこと。誠実。偽りのないこと。
悾,無知なさま。愚直なさま。
惈,思い切りがよい。果敢なさま。
惙,うれえる。なやむ。
惙,やむ。やめる。
惙,つかれる。
惛,◦一 くらい。道理にくらい。
惛,◦二 みだれる。
惛,◦二 もだえる。くるしむ。
惮,はばかる。おそれる。きらう。避ける。
惮,◦国 はばかり。遠慮。便所。
惲,あつい。てあついさま。厚みがある。
惵,おそれる。こわがる。
愐,つとめる。はげむ。
愐,おもう。考える。
愒,◦一 いこう。やすむ。
愒,◦二 むさぼる。ほしがる。
愒,◦三 おびやかす。おどす。
愓,◦一 ほしいまま。わがまま。
愓,◦二 真っすぐで速いさま。
愙,つつしむ。うやうやしくする。
愞,よわい。気がよわい。やわらかい。
愺,愺恅（ソウロウ）。心が乱れたさま。静かなさま。
㥯,うれえる。なやむ。
㥯,つつしむ。
慁,うれえる。心配する。
慁,みだす。みだれる。
慁,けがす。はずかしめる。
慆,よろこぶ。
慆,ほしいまま。勝手気まま。
慆,すぎる。すぎさる。
慆,かくす。しまう。
慠,おごる。たかぶる。
慼,うれえる。心配する。
慼,うれい。心配。
慼,いたむ。かなしむ。
𢡛,もだえる。わずらう。思い悩む。
憒,みだれる。心がみだれる。
憒,くらい。道理にくらい。
憓,したがう。逆らわない。
憗,なまじいに。しいて。無理に。
憗,ねがう。
憗,いたむ。うれえる。
憗,かける。そこなう。
憘,よろこぶ。うれしがる。
憘,よろこび。
憥,つかれる。疲弊する。心が疲れ果てる。
憨,おろか。頭の働きがにぶい。
憭,さとい。かしこい。
憭,あかるい。あきらか。はっきりとした。
𢢫,たまつばき。椿の美称。玉椿。
懕,あきる。満足する。
懕,やすらかなさま。心が満ち足りたさま。
懝,おろか。にぶい。
懝,おそれる。びくびくする。
懟,うらむ。にくむ。いきどおる。
懵,くらい。おろか。
懵,はっきりしない。ぼんやりとしたさま。
𢦏,そこなう。傷つく。傷つける。
戕,そこなう。ころす。傷つける。
戣,ほこ。三方に刃の突き出たほこ。
戩,つくす。つきる。
戩,ほろぼす。
扆,ついたて。屏風。
扆,天子の後ろに置かれた斧の形が描かれたついたて。
扌,「手」が偏（へん）に位置するとき、「扌」の形になるときがあります。
扑,うつ。たたく。なぐる。
扒,ぬく。
扒,ほる。掘り出す。
扡,◦一 ひく。ひっぱる。
扡,◦二 さく。きりさく。
扤,うごかす。揺り動かす。
扻,くしけずる。髪をくしで梳いて整える。
扭,ねじる。ひねる。
扳,ひく。引っ張る。
扳,よじる。よじのぼる。
抙,あつめる。かき集める。
抦,手に持つ。にぎる。
拕,ひく。ひっぱる。
𢪸,うで。手首。
拽,ひく。引っ張る。引きずる。
挃,つく。うつ。
挃,稲を刈る音。
挍,くらべる。はかる。
挍,むくいる。仕返しをする。
挐,ひく。ひっぱる。
挐,つかむ。とる。もつ。
挐,とらえる。
𢭏,つく。臼でつく。
𢭏,うつ。たたく。攻める。
𢭐,とる。すくいとる。水中の物をとる。
挲,さする。なでる。
挵,もてあそぶ。おもちゃにする。なぐさみものにする。
挵,たわむれる。たわむれ。
挵,あなどる。からかう。
挵,いじる。いじくる。まさぐる。
挻,うつ。こねる。
挻,のばす。ひきのばす。
挻,とる。うばいとる。
挼,もむ。
挼,撃つ。
捁,みだす。かきみだす。
捄,あつめる。かき集める。
捄,盛る。
捄,ながい。細長い。
捄,すくう。たすける。
捎,かすめる。かする。
